realisation,job_id,actual_duration_min,parent_job_id,provenance
17,J00063c1,10.4,J00063,D:lognormal_from_declared_pairing_rule
18,J00063c1,19.7,J00063,D:lognormal_from_declared_pairing_rule
19,J00063c1,14.8,J00063,D:lognormal_from_declared_pairing_rule
20,J00063c1,10.7,J00063,D:lognormal_from_declared_pairing_rule
21,J00063c1,10.4,J00063,D:lognormal_from_declared_pairing_rule
22,J00063c1,9.8,J00063,D:lognormal_from_declared_pairing_rule
23,J00063c1,17.4,J00063,D:lognormal_from_declared_pairing_rule
24,J00063c1,9.6,J00063,D:lognormal_from_declared_pairing_rule
25,J00063c1,12.9,J00063,D:lognormal_from_declared_pairing_rule
26,J00063c1,20.3,J00063,D:lognormal_from_declared_pairing_rule
27,J00063c1,12.6,J00063,D:lognormal_from_declared_pairing_rule
28,J00063c1,15.8,J00063,D:lognormal_from_declared_pairing_rule
29,J00063c1,10.5,J00063,D:lognormal_from_declared_pairing_rule
0,J00064c0,38.0,J00064,D:lognormal_from_declared_pairing_rule
1,J00064c0,30.3,J00064,D:lognormal_from_declared_pairing_rule
2,J00064c0,18.1,J00064,D:lognormal_from_declared_pairing_rule
3,J00064c0,27.7,J00064,D:lognormal_from_declared_pairing_rule
4,J00064c0,25.8,J00064,D:lognormal_from_declared_pairing_rule
5,J00064c0,16.4,J00064,D:lognormal_from_declared_pairing_rule
6,J00064c0,25.7,J00064,D:lognormal_from_declared_pairing_rule
7,J00064c0,28.8,J00064,D:lognormal_from_declared_pairing_rule
8,J00064c0,35.4,J00064,D:lognormal_from_declared_pairing_rule
9,J00064c0,17.9,J00064,D:lognormal_from_declared_pairing_rule
10,J00064c0,19.2,J00064,D:lognormal_from_declared_pairing_rule
11,J00064c0,26.2,J00064,D:lognormal_from_declared_pairing_rule
12,J00064c0,29.2,J00064,D:lognormal_from_declared_pairing_rule
13,J00064c0,15.0,J00064,D:lognormal_from_declared_pairing_rule
14,J00064c0,28.0,J00064,D:lognormal_from_declared_pairing_rule
15,J00064c0,23.7,J00064,D:lognormal_from_declared_pairing_rule
16,J00064c0,20.3,J00064,D:lognormal_from_declared_pairing_rule
17,J00064c0,17.0,J00064,D:lognormal_from_declared_pairing_rule
18,J00064c0,38.5,J00064,D:lognormal_from_declared_pairing_rule
19,J00064c0,43.8,J00064,D:lognormal_from_declared_pairing_rule
20,J00064c0,13.3,J00064,D:lognormal_from_declared_pairing_rule
21,J00064c0,24.7,J00064,D:lognormal_from_declared_pairing_rule
22,J00064c0,32.3,J00064,D:lognormal_from_declared_pairing_rule
23,J00064c0,26.2,J00064,D:lognormal_from_declared_pairing_rule
24,J00064c0,19.1,J00064,D:lognormal_from_declared_pairing_rule
25,J00064c0,33.4,J00064,D:lognormal_from_declared_pairing_rule
26,J00064c0,30.8,J00064,D:lognormal_from_declared_pairing_rule
27,J00064c0,12.9,J00064,D:lognormal_from_declared_pairing_rule
28,J00064c0,38.3,J00064,D:lognormal_from_declared_pairing_rule
29,J00064c0,46.4,J00064,D:lognormal_from_declared_pairing_rule
0,J00064c1,16.5,J00064,D:lognormal_from_declared_pairing_rule
1,J00064c1,16.8,J00064,D:lognormal_from_declared_pairing_rule
2,J00064c1,18.2,J00064,D:lognormal_from_declared_pairing_rule
3,J00064c1,24.7,J00064,D:lognormal_from_declared_pairing_rule
4,J00064c1,18.2,J00064,D:lognormal_from_declared_pairing_rule
5,J00064c1,10.7,J00064,D:lognormal_from_declared_pairing_rule
6,J00064c1,18.4,J00064,D:lognormal_from_declared_pairing_rule
7,J00064c1,19.6,J00064,D:lognormal_from_declared_pairing_rule
8,J00064c1,18.6,J00064,D:lognormal_from_declared_pairing_rule
9,J00064c1,16.3,J00064,D:lognormal_from_declared_pairing_rule
10,J00064c1,13.7,J00064,D:lognormal_from_declared_pairing_rule
11,J00064c1,8.0,J00064,D:lognormal_from_declared_pairing_rule
12,J00064c1,19.4,J00064,D:lognormal_from_declared_pairing_rule
13,J00064c1,19.2,J00064,D:lognormal_from_declared_pairing_rule
14,J00064c1,24.9,J00064,D:lognormal_from_declared_pairing_rule
15,J00064c1,20.4,J00064,D:lognormal_from_declared_pairing_rule
16,J00064c1,10.5,J00064,D:lognormal_from_declared_pairing_rule
17,J00064c1,12.7,J00064,D:lognormal_from_declared_pairing_rule
18,J00064c1,13.2,J00064,D:lognormal_from_declared_pairing_rule
19,J00064c1,13.5,J00064,D:lognormal_from_declared_pairing_rule
20,J00064c1,26.7,J00064,D:lognormal_from_declared_pairing_rule
21,J00064c1,22.2,J00064,D:lognormal_from_declared_pairing_rule
22,J00064c1,9.3,J00064,D:lognormal_from_declared_pairing_rule
23,J00064c1,13.6,J00064,D:lognormal_from_declared_pairing_rule
24,J00064c1,17.1,J00064,D:lognormal_from_declared_pairing_rule
25,J00064c1,15.9,J00064,D:lognormal_from_declared_pairing_rule
26,J00064c1,16.7,J00064,D:lognormal_from_declared_pairing_rule
27,J00064c1,13.4,J00064,D:lognormal_from_declared_pairing_rule
28,J00064c1,9.2,J00064,D:lognormal_from_declared_pairing_rule
29,J00064c1,9.2,J00064,D:lognormal_from_declared_pairing_rule
0,J00068c0,28.3,J00068,D:lognormal_from_declared_pairing_rule
1,J00068c0,13.0,J00068,D:lognormal_from_declared_pairing_rule
2,J00068c0,38.5,J00068,D:lognormal_from_declared_pairing_rule
3,J00068c0,24.7,J00068,D:lognormal_from_declared_pairing_rule
4,J00068c0,21.6,J00068,D:lognormal_from_declared_pairing_rule
5,J00068c0,22.9,J00068,D:lognormal_from_declared_pairing_rule
6,J00068c0,26.7,J00068,D:lognormal_from_declared_pairing_rule
7,J00068c0,25.6,J00068,D:lognormal_from_declared_pairing_rule
8,J00068c0,45.0,J00068,D:lognormal_from_declared_pairing_rule
9,J00068c0,19.7,J00068,D:lognormal_from_declared_pairing_rule
10,J00068c0,16.3,J00068,D:lognormal_from_declared_pairing_rule
11,J00068c0,38.7,J00068,D:lognormal_from_declared_pairing_rule
12,J00068c0,27.9,J00068,D:lognormal_from_declared_pairing_rule
13,J00068c0,26.4,J00068,D:lognormal_from_declared_pairing_rule
14,J00068c0,33.0,J00068,D:lognormal_from_declared_pairing_rule
15,J00068c0,29.6,J00068,D:lognormal_from_declared_pairing_rule
16,J00068c0,21.8,J00068,D:lognormal_from_declared_pairing_rule
17,J00068c0,31.1,J00068,D:lognormal_from_declared_pairing_rule
18,J00068c0,23.3,J00068,D:lognormal_from_declared_pairing_rule
19,J00068c0,23.9,J00068,D:lognormal_from_declared_pairing_rule
20,J00068c0,27.5,J00068,D:lognormal_from_declared_pairing_rule
21,J00068c0,25.2,J00068,D:lognormal_from_declared_pairing_rule
22,J00068c0,18.3,J00068,D:lognormal_from_declared_pairing_rule
23,J00068c0,19.3,J00068,D:lognormal_from_declared_pairing_rule
24,J00068c0,23.2,J00068,D:lognormal_from_declared_pairing_rule
25,J00068c0,26.2,J00068,D:lognormal_from_declared_pairing_rule
26,J00068c0,35.8,J00068,D:lognormal_from_declared_pairing_rule
27,J00068c0,21.7,J00068,D:lognormal_from_declared_pairing_rule
28,J00068c0,48.8,J00068,D:lognormal_from_declared_pairing_rule
29,J00068c0,13.7,J00068,D:lognormal_from_declared_pairing_rule
0,J00068c1,11.3,J00068,D:lognormal_from_declared_pairing_rule
1,J00068c1,20.4,J00068,D:lognormal_from_declared_pairing_rule
2,J00068c1,23.1,J00068,D:lognormal_from_declared_pairing_rule
3,J00068c1,23.4,J00068,D:lognormal_from_declared_pairing_rule
4,J00068c1,14.7,J00068,D:lognormal_from_declared_pairing_rule
5,J00068c1,14.2,J00068,D:lognormal_from_declared_pairing_rule
6,J00068c1,17.5,J00068,D:lognormal_from_declared_pairing_rule
7,J00068c1,16.4,J00068,D:lognormal_from_declared_pairing_rule
8,J00068c1,17.4,J00068,D:lognormal_from_declared_pairing_rule
9,J00068c1,22.0,J00068,D:lognormal_from_declared_pairing_rule
10,J00068c1,10.0,J00068,D:lognormal_from_declared_pairing_rule
11,J00068c1,17.3,J00068,D:lognormal_from_declared_pairing_rule
12,J00068c1,11.5,J00068,D:lognormal_from_declared_pairing_rule
13,J00068c1,11.5,J00068,D:lognormal_from_declared_pairing_rule
14,J00068c1,8.6,J00068,D:lognormal_from_declared_pairing_rule
15,J00068c1,11.4,J00068,D:lognormal_from_declared_pairing_rule
16,J00068c1,14.2,J00068,D:lognormal_from_declared_pairing_rule
17,J00068c1,25.2,J00068,D:lognormal_from_declared_pairing_rule
18,J00068c1,9.7,J00068,D:lognormal_from_declared_pairing_rule
19,J00068c1,13.2,J00068,D:lognormal_from_declared_pairing_rule
20,J00068c1,16.2,J00068,D:lognormal_from_declared_pairing_rule
21,J00068c1,10.4,J00068,D:lognormal_from_declared_pairing_rule
22,J00068c1,9.9,J00068,D:lognormal_from_declared_pairing_rule
23,J00068c1,8.0,J00068,D:lognormal_from_declared_pairing_rule
24,J00068c1,14.0,J00068,D:lognormal_from_declared_pairing_rule
25,J00068c1,12.1,J00068,D:lognormal_from_declared_pairing_rule
26,J00068c1,13.9,J00068,D:lognormal_from_declared_pairing_rule
27,J00068c1,12.4,J00068,D:lognormal_from_declared_pairing_rule
28,J00068c1,11.1,J00068,D:lognormal_from_declared_pairing_rule
29,J00068c1,14.3,J00068,D:lognormal_from_declared_pairing_rule
0,J00078c0,23.9,J00078,D:lognormal_from_declared_pairing_rule
1,J00078c0,13.4,J00078,D:lognormal_from_declared_pairing_rule
2,J00078c0,20.5,J00078,D:lognormal_from_declared_pairing_rule
3,J00078c0,21.6,J00078,D:lognormal_from_declared_pairing_rule
4,J00078c0,25.2,J00078,D:lognormal_from_declared_pairing_rule
5,J00078c0,12.5,J00078,D:lognormal_from_declared_pairing_rule
6,J00078c0,19.0,J00078,D:lognormal_from_declared_pairing_rule
7,J00078c0,23.7,J00078,D:lognormal_from_declared_pairing_rule
8,J00078c0,15.1,J00078,D:lognormal_from_declared_pairing_rule
9,J00078c0,26.4,J00078,D:lognormal_from_declared_pairing_rule
10,J00078c0,17.5,J00078,D:lognormal_from_declared_pairing_rule
11,J00078c0,19.2,J00078,D:lognormal_from_declared_pairing_rule
12,J00078c0,17.2,J00078,D:lognormal_from_declared_pairing_rule
13,J00078c0,22.3,J00078,D:lognormal_from_declared_pairing_rule
14,J00078c0,32.1,J00078,D:lognormal_from_declared_pairing_rule
15,J00078c0,22.1,J00078,D:lognormal_from_declared_pairing_rule
16,J00078c0,17.3,J00078,D:lognormal_from_declared_pairing_rule
17,J00078c0,14.0,J00078,D:lognormal_from_declared_pairing_rule
18,J00078c0,14.5,J00078,D:lognormal_from_declared_pairing_rule
19,J00078c0,21.7,J00078,D:lognormal_from_declared_pairing_rule
20,J00078c0,17.7,J00078,D:lognormal_from_declared_pairing_rule
21,J00078c0,21.8,J00078,D:lognormal_from_declared_pairing_rule
22,J00078c0,25.8,J00078,D:lognormal_from_declared_pairing_rule
23,J00078c0,19.1,J00078,D:lognormal_from_declared_pairing_rule
24,J00078c0,17.2,J00078,D:lognormal_from_declared_pairing_rule
25,J00078c0,24.2,J00078,D:lognormal_from_declared_pairing_rule
26,J00078c0,16.0,J00078,D:lognormal_from_declared_pairing_rule
27,J00078c0,16.6,J00078,D:lognormal_from_declared_pairing_rule
28,J00078c0,20.6,J00078,D:lognormal_from_declared_pairing_rule
29,J00078c0,18.1,J00078,D:lognormal_from_declared_pairing_rule
0,J00086c0,27.2,J00086,D:lognormal_from_declared_pairing_rule
1,J00086c0,15.7,J00086,D:lognormal_from_declared_pairing_rule
2,J00086c0,34.6,J00086,D:lognormal_from_declared_pairing_rule
3,J00086c0,68.4,J00086,D:lognormal_from_declared_pairing_rule
4,J00086c0,35.3,J00086,D:lognormal_from_declared_pairing_rule
5,J00086c0,26.7,J00086,D:lognormal_from_declared_pairing_rule
6,J00086c0,31.6,J00086,D:lognormal_from_declared_pairing_rule
7,J00086c0,27.6,J00086,D:lognormal_from_declared_pairing_rule
8,J00086c0,28.3,J00086,D:lognormal_from_declared_pairing_rule
9,J00086c0,38.9,J00086,D:lognormal_from_declared_pairing_rule
10,J00086c0,25.4,J00086,D:lognormal_from_declared_pairing_rule
11,J00086c0,25.5,J00086,D:lognormal_from_declared_pairing_rule
12,J00086c0,31.1,J00086,D:lognormal_from_declared_pairing_rule
13,J00086c0,29.6,J00086,D:lognormal_from_declared_pairing_rule
14,J00086c0,29.6,J00086,D:lognormal_from_declared_pairing_rule
15,J00086c0,14.6,J00086,D:lognormal_from_declared_pairing_rule
16,J00086c0,79.5,J00086,D:lognormal_from_declared_pairing_rule
17,J00086c0,30.2,J00086,D:lognormal_from_declared_pairing_rule
18,J00086c0,24.9,J00086,D:lognormal_from_declared_pairing_rule
19,J00086c0,38.1,J00086,D:lognormal_from_declared_pairing_rule
20,J00086c0,31.6,J00086,D:lognormal_from_declared_pairing_rule
21,J00086c0,30.1,J00086,D:lognormal_from_declared_pairing_rule
22,J00086c0,31.3,J00086,D:lognormal_from_declared_pairing_rule
23,J00086c0,38.8,J00086,D:lognormal_from_declared_pairing_rule
24,J00086c0,32.8,J00086,D:lognormal_from_declared_pairing_rule
25,J00086c0,36.2,J00086,D:lognormal_from_declared_pairing_rule
26,J00086c0,27.5,J00086,D:lognormal_from_declared_pairing_rule
27,J00086c0,49.6,J00086,D:lognormal_from_declared_pairing_rule
28,J00086c0,25.5,J00086,D:lognormal_from_declared_pairing_rule
29,J00086c0,22.3,J00086,D:lognormal_from_declared_pairing_rule
0,J00091c0,33.4,J00091,D:lognormal_from_declared_pairing_rule
1,J00091c0,11.5,J00091,D:lognormal_from_declared_pairing_rule
2,J00091c0,19.5,J00091,D:lognormal_from_declared_pairing_rule
3,J00091c0,21.6,J00091,D:lognormal_from_declared_pairing_rule
4,J00091c0,23.3,J00091,D:lognormal_from_declared_pairing_rule
5,J00091c0,23.4,J00091,D:lognormal_from_declared_pairing_rule
6,J00091c0,18.5,J00091,D:lognormal_from_declared_pairing_rule
7,J00091c0,24.6,J00091,D:lognormal_from_declared_pairing_rule
8,J00091c0,38.9,J00091,D:lognormal_from_declared_pairing_rule
9,J00091c0,22.0,J00091,D:lognormal_from_declared_pairing_rule
10,J00091c0,35.7,J00091,D:lognormal_from_declared_pairing_rule
11,J00091c0,40.5,J00091,D:lognormal_from_declared_pairing_rule
12,J00091c0,13.9,J00091,D:lognormal_from_declared_pairing_rule
13,J00091c0,27.4,J00091,D:lognormal_from_declared_pairing_rule
14,J00091c0,20.1,J00091,D:lognormal_from_declared_pairing_rule
15,J00091c0,21.7,J00091,D:lognormal_from_declared_pairing_rule
16,J00091c0,24.7,J00091,D:lognormal_from_declared_pairing_rule
17,J00091c0,16.4,J00091,D:lognormal_from_declared_pairing_rule
18,J00091c0,24.8,J00091,D:lognormal_from_declared_pairing_rule
19,J00091c0,25.7,J00091,D:lognormal_from_declared_pairing_rule
20,J00091c0,31.6,J00091,D:lognormal_from_declared_pairing_rule
21,J00091c0,23.5,J00091,D:lognormal_from_declared_pairing_rule
22,J00091c0,22.3,J00091,D:lognormal_from_declared_pairing_rule
23,J00091c0,19.4,J00091,D:lognormal_from_declared_pairing_rule
24,J00091c0,22.3,J00091,D:lognormal_from_declared_pairing_rule
25,J00091c0,24.6,J00091,D:lognormal_from_declared_pairing_rule
26,J00091c0,22.2,J00091,D:lognormal_from_declared_pairing_rule
27,J00091c0,17.2,J00091,D:lognormal_from_declared_pairing_rule
28,J00091c0,28.4,J00091,D:lognormal_from_declared_pairing_rule
29,J00091c0,24.9,J00091,D:lognormal_from_declared_pairing_rule
0,J00091c1,12.2,J00091,D:lognormal_from_declared_pairing_rule
1,J00091c1,19.1,J00091,D:lognormal_from_declared_pairing_rule
2,J00091c1,13.1,J00091,D:lognormal_from_declared_pairing_rule
3,J00091c1,13.9,J00091,D:lognormal_from_declared_pairing_rule
4,J00091c1,12.7,J00091,D:lognormal_from_declared_pairing_rule
5,J00091c1,19.6,J00091,D:lognormal_from_declared_pairing_rule
6,J00091c1,24.9,J00091,D:lognormal_from_declared_pairing_rule
7,J00091c1,12.0,J00091,D:lognormal_from_declared_pairing_rule
8,J00091c1,9.4,J00091,D:lognormal_from_declared_pairing_rule
9,J00091c1,10.0,J00091,D:lognormal_from_declared_pairing_rule
10,J00091c1,10.5,J00091,D:lognormal_from_declared_pairing_rule
11,J00091c1,10.2,J00091,D:lognormal_from_declared_pairing_rule
12,J00091c1,30.0,J00091,D:lognormal_from_declared_pairing_rule
13,J00091c1,14.4,J00091,D:lognormal_from_declared_pairing_rule
14,J00091c1,22.0,J00091,D:lognormal_from_declared_pairing_rule
15,J00091c1,14.4,J00091,D:lognormal_from_declared_pairing_rule
16,J00091c1,15.7,J00091,D:lognormal_from_declared_pairing_rule
17,J00091c1,9.7,J00091,D:lognormal_from_declared_pairing_rule
18,J00091c1,13.3,J00091,D:lognormal_from_declared_pairing_rule
19,J00091c1,11.5,J00091,D:lognormal_from_declared_pairing_rule
20,J00091c1,8.3,J00091,D:lognormal_from_declared_pairing_rule
21,J00091c1,9.3,J00091,D:lognormal_from_declared_pairing_rule
22,J00091c1,17.0,J00091,D:lognormal_from_declared_pairing_rule
23,J00091c1,14.5,J00091,D:lognormal_from_declared_pairing_rule
24,J00091c1,13.8,J00091,D:lognormal_from_declared_pairing_rule
25,J00091c1,20.1,J00091,D:lognormal_from_declared_pairing_rule
26,J00091c1,23.1,J00091,D:lognormal_from_declared_pairing_rule
27,J00091c1,8.9,J00091,D:lognormal_from_declared_pairing_rule
28,J00091c1,13.0,J00091,D:lognormal_from_declared_pairing_rule
29,J00091c1,14.5,J00091,D:lognormal_from_declared_pairing_rule
0,J00100c0,14.7,J00100,D:lognormal_from_declared_pairing_rule
1,J00100c0,25.0,J00100,D:lognormal_from_declared_pairing_rule
2,J00100c0,23.3,J00100,D:lognormal_from_declared_pairing_rule
3,J00100c0,25.8,J00100,D:lognormal_from_declared_pairing_rule
4,J00100c0,10.3,J00100,D:lognormal_from_declared_pairing_rule
5,J00100c0,22.2,J00100,D:lognormal_from_declared_pairing_rule
6,J00100c0,26.7,J00100,D:lognormal_from_declared_pairing_rule
7,J00100c0,13.0,J00100,D:lognormal_from_declared_pairing_rule
8,J00100c0,29.7,J00100,D:lognormal_from_declared_pairing_rule
9,J00100c0,36.0,J00100,D:lognormal_from_declared_pairing_rule
10,J00100c0,13.4,J00100,D:lognormal_from_declared_pairing_rule
11,J00100c0,18.6,J00100,D:lognormal_from_declared_pairing_rule
12,J00100c0,23.8,J00100,D:lognormal_from_declared_pairing_rule
13,J00100c0,19.5,J00100,D:lognormal_from_declared_pairing_rule
14,J00100c0,46.6,J00100,D:lognormal_from_declared_pairing_rule
15,J00100c0,16.4,J00100,D:lognormal_from_declared_pairing_rule
16,J00100c0,23.9,J00100,D:lognormal_from_declared_pairing_rule
17,J00100c0,19.5,J00100,D:lognormal_from_declared_pairing_rule
18,J00100c0,40.6,J00100,D:lognormal_from_declared_pairing_rule
19,J00100c0,35.1,J00100,D:lognormal_from_declared_pairing_rule
20,J00100c0,15.8,J00100,D:lognormal_from_declared_pairing_rule
21,J00100c0,17.5,J00100,D:lognormal_from_declared_pairing_rule
22,J00100c0,21.7,J00100,D:lognormal_from_declared_pairing_rule
23,J00100c0,22.2,J00100,D:lognormal_from_declared_pairing_rule
24,J00100c0,29.2,J00100,D:lognormal_from_declared_pairing_rule
25,J00100c0,27.0,J00100,D:lognormal_from_declared_pairing_rule
26,J00100c0,18.5,J00100,D:lognormal_from_declared_pairing_rule
27,J00100c0,22.3,J00100,D:lognormal_from_declared_pairing_rule
28,J00100c0,17.8,J00100,D:lognormal_from_declared_pairing_rule
29,J00100c0,13.7,J00100,D:lognormal_from_declared_pairing_rule
0,J00100c1,13.1,J00100,D:lognormal_from_declared_pairing_rule
1,J00100c1,6.5,J00100,D:lognormal_from_declared_pairing_rule
2,J00100c1,14.2,J00100,D:lognormal_from_declared_pairing_rule
3,J00100c1,16.8,J00100,D:lognormal_from_declared_pairing_rule
4,J00100c1,7.0,J00100,D:lognormal_from_declared_pairing_rule
5,J00100c1,16.3,J00100,D:lognormal_from_declared_pairing_rule
6,J00100c1,13.7,J00100,D:lognormal_from_declared_pairing_rule
7,J00100c1,11.6,J00100,D:lognormal_from_declared_pairing_rule
8,J00100c1,14.7,J00100,D:lognormal_from_declared_pairing_rule
9,J00100c1,13.0,J00100,D:lognormal_from_declared_pairing_rule
10,J00100c1,18.6,J00100,D:lognormal_from_declared_pairing_rule
11,J00100c1,13.8,J00100,D:lognormal_from_declared_pairing_rule
12,J00100c1,11.2,J00100,D:lognormal_from_declared_pairing_rule
13,J00100c1,14.2,J00100,D:lognormal_from_declared_pairing_rule
14,J00100c1,13.9,J00100,D:lognormal_from_declared_pairing_rule
15,J00100c1,16.3,J00100,D:lognormal_from_declared_pairing_rule
16,J00100c1,22.8,J00100,D:lognormal_from_declared_pairing_rule
17,J00100c1,27.4,J00100,D:lognormal_from_declared_pairing_rule
18,J00100c1,10.3,J00100,D:lognormal_from_declared_pairing_rule
19,J00100c1,17.6,J00100,D:lognormal_from_declared_pairing_rule
20,J00100c1,19.9,J00100,D:lognormal_from_declared_pairing_rule
21,J00100c1,17.4,J00100,D:lognormal_from_declared_pairing_rule
22,J00100c1,10.5,J00100,D:lognormal_from_declared_pairing_rule
23,J00100c1,17.8,J00100,D:lognormal_from_declared_pairing_rule
24,J00100c1,12.5,J00100,D:lognormal_from_declared_pairing_rule
25,J00100c1,9.8,J00100,D:lognormal_from_declared_pairing_rule
26,J00100c1,8.5,J00100,D:lognormal_from_declared_pairing_rule
27,J00100c1,4.6,J00100,D:lognormal_from_declared_pairing_rule
28,J00100c1,15.4,J00100,D:lognormal_from_declared_pairing_rule
29,J00100c1,17.5,J00100,D:lognormal_from_declared_pairing_rule
0,J00103c0,21.9,J00103,D:lognormal_from_declared_pairing_rule
1,J00103c0,18.3,J00103,D:lognormal_from_declared_pairing_rule
2,J00103c0,18.6,J00103,D:lognormal_from_declared_pairing_rule
3,J00103c0,29.3,J00103,D:lognormal_from_declared_pairing_rule
4,J00103c0,17.7,J00103,D:lognormal_from_declared_pairing_rule
5,J00103c0,32.5,J00103,D:lognormal_from_declared_pairing_rule
6,J00103c0,18.4,J00103,D:lognormal_from_declared_pairing_rule
7,J00103c0,36.7,J00103,D:lognormal_from_declared_pairing_rule
8,J00103c0,35.0,J00103,D:lognormal_from_declared_pairing_rule
9,J00103c0,35.1,J00103,D:lognormal_from_declared_pairing_rule
10,J00103c0,31.0,J00103,D:lognormal_from_declared_pairing_rule
11,J00103c0,26.2,J00103,D:lognormal_from_declared_pairing_rule
12,J00103c0,50.4,J00103,D:lognormal_from_declared_pairing_rule
13,J00103c0,22.9,J00103,D:lognormal_from_declared_pairing_rule
14,J00103c0,21.8,J00103,D:lognormal_from_declared_pairing_rule
15,J00103c0,25.0,J00103,D:lognormal_from_declared_pairing_rule
16,J00103c0,22.9,J00103,D:lognormal_from_declared_pairing_rule
17,J00103c0,62.5,J00103,D:lognormal_from_declared_pairing_rule
18,J00103c0,30.4,J00103,D:lognormal_from_declared_pairing_rule
19,J00103c0,31.4,J00103,D:lognormal_from_declared_pairing_rule
20,J00103c0,37.2,J00103,D:lognormal_from_declared_pairing_rule
21,J00103c0,43.1,J00103,D:lognormal_from_declared_pairing_rule
22,J00103c0,31.4,J00103,D:lognormal_from_declared_pairing_rule
23,J00103c0,28.8,J00103,D:lognormal_from_declared_pairing_rule
24,J00103c0,54.7,J00103,D:lognormal_from_declared_pairing_rule
25,J00103c0,23.3,J00103,D:lognormal_from_declared_pairing_rule
26,J00103c0,25.3,J00103,D:lognormal_from_declared_pairing_rule
27,J00103c0,17.1,J00103,D:lognormal_from_declared_pairing_rule
28,J00103c0,17.6,J00103,D:lognormal_from_declared_pairing_rule
29,J00103c0,27.9,J00103,D:lognormal_from_declared_pairing_rule
0,J00103c1,23.8,J00103,D:lognormal_from_declared_pairing_rule
1,J00103c1,20.4,J00103,D:lognormal_from_declared_pairing_rule
2,J00103c1,15.7,J00103,D:lognormal_from_declared_pairing_rule
3,J00103c1,18.6,J00103,D:lognormal_from_declared_pairing_rule
4,J00103c1,23.0,J00103,D:lognormal_from_declared_pairing_rule
5,J00103c1,12.1,J00103,D:lognormal_from_declared_pairing_rule
6,J00103c1,34.4,J00103,D:lognormal_from_declared_pairing_rule
7,J00103c1,11.4,J00103,D:lognormal_from_declared_pairing_rule
8,J00103c1,22.0,J00103,D:lognormal_from_declared_pairing_rule
9,J00103c1,23.0,J00103,D:lognormal_from_declared_pairing_rule
10,J00103c1,23.9,J00103,D:lognormal_from_declared_pairing_rule
11,J00103c1,19.2,J00103,D:lognormal_from_declared_pairing_rule
12,J00103c1,26.2,J00103,D:lognormal_from_declared_pairing_rule
13,J00103c1,32.8,J00103,D:lognormal_from_declared_pairing_rule
14,J00103c1,9.8,J00103,D:lognormal_from_declared_pairing_rule
15,J00103c1,16.2,J00103,D:lognormal_from_declared_pairing_rule
16,J00103c1,23.7,J00103,D:lognormal_from_declared_pairing_rule
17,J00103c1,19.1,J00103,D:lognormal_from_declared_pairing_rule
18,J00103c1,24.0,J00103,D:lognormal_from_declared_pairing_rule
19,J00103c1,18.0,J00103,D:lognormal_from_declared_pairing_rule
20,J00103c1,11.9,J00103,D:lognormal_from_declared_pairing_rule
21,J00103c1,19.3,J00103,D:lognormal_from_declared_pairing_rule
22,J00103c1,22.1,J00103,D:lognormal_from_declared_pairing_rule
23,J00103c1,15.7,J00103,D:lognormal_from_declared_pairing_rule
24,J00103c1,27.4,J00103,D:lognormal_from_declared_pairing_rule
25,J00103c1,13.0,J00103,D:lognormal_from_declared_pairing_rule
26,J00103c1,16.4,J00103,D:lognormal_from_declared_pairing_rule
27,J00103c1,16.9,J00103,D:lognormal_from_declared_pairing_rule
28,J00103c1,11.3,J00103,D:lognormal_from_declared_pairing_rule
29,J00103c1,34.0,J00103,D:lognormal_from_declared_pairing_rule
0,J00104c0,25.2,J00104,D:lognormal_from_declared_pairing_rule
1,J00104c0,36.0,J00104,D:lognormal_from_declared_pairing_rule
2,J00104c0,17.9,J00104,D:lognormal_from_declared_pairing_rule
3,J00104c0,27.8,J00104,D:lognormal_from_declared_pairing_rule
4,J00104c0,52.7,J00104,D:lognormal_from_declared_pairing_rule
5,J00104c0,40.4,J00104,D:lognormal_from_declared_pairing_rule
6,J00104c0,35.9,J00104,D:lognormal_from_declared_pairing_rule
7,J00104c0,38.8,J00104,D:lognormal_from_declared_pairing_rule
8,J00104c0,28.3,J00104,D:lognormal_from_declared_pairing_rule
9,J00104c0,49.9,J00104,D:lognormal_from_declared_pairing_rule
10,J00104c0,20.9,J00104,D:lognormal_from_declared_pairing_rule
11,J00104c0,38.2,J00104,D:lognormal_from_declared_pairing_rule
12,J00104c0,17.4,J00104,D:lognormal_from_declared_pairing_rule
13,J00104c0,26.6,J00104,D:lognormal_from_declared_pairing_rule
14,J00104c0,37.7,J00104,D:lognormal_from_declared_pairing_rule
15,J00104c0,20.2,J00104,D:lognormal_from_declared_pairing_rule
16,J00104c0,32.0,J00104,D:lognormal_from_declared_pairing_rule
17,J00104c0,32.3,J00104,D:lognormal_from_declared_pairing_rule
18,J00104c0,24.3,J00104,D:lognormal_from_declared_pairing_rule
19,J00104c0,27.3,J00104,D:lognormal_from_declared_pairing_rule
20,J00104c0,52.1,J00104,D:lognormal_from_declared_pairing_rule
21,J00104c0,31.3,J00104,D:lognormal_from_declared_pairing_rule
22,J00104c0,25.6,J00104,D:lognormal_from_declared_pairing_rule
23,J00104c0,35.4,J00104,D:lognormal_from_declared_pairing_rule
24,J00104c0,26.3,J00104,D:lognormal_from_declared_pairing_rule
25,J00104c0,29.3,J00104,D:lognormal_from_declared_pairing_rule
