train_number,train_name,station_code,arrival_min,departure_min,day,stop_seq
12680,Coimbatore-Chennai Central InterCity SF Express,KPPR,525,525,1,10
12680,Coimbatore-Chennai Central InterCity SF Express,TNT,533,533,1,11
12680,Coimbatore-Chennai Central InterCity SF Express,DSPT,539,539,1,12
12680,Coimbatore-Chennai Central InterCity SF Express,LCR,546,546,1,13
12680,Coimbatore-Chennai Central InterCity SF Express,BQI,554,555,1,14
12680,Coimbatore-Chennai Central InterCity SF Express,BDY,561,561,1,15
12680,Coimbatore-Chennai Central InterCity SF Express,TNGR,566,566,1,16
12680,Coimbatore-Chennai Central InterCity SF Express,MAP,569,570,1,17
12680,Coimbatore-Chennai Central InterCity SF Express,DPI,576,576,1,18
12680,Coimbatore-Chennai Central InterCity SF Express,DST,584,584,1,19
12680,Coimbatore-Chennai Central InterCity SF Express,SLY,591,591,1,20
12680,Coimbatore-Chennai Central InterCity SF Express,KNNT,597,597,1,21
12680,Coimbatore-Chennai Central InterCity SF Express,KEY,602,602,1,22
12680,Coimbatore-Chennai Central InterCity SF Express,TPT,612,612,1,23
12680,Coimbatore-Chennai Central InterCity SF Express,JTJ,618,620,1,24
16669,Yercaud Express,JTJ,178,180,2,0
16669,Yercaud Express,TPT,191,192,2,1
16669,Yercaud Express,KEY,200,200,2,2
16669,Yercaud Express,KNNT,204,204,2,3
16669,Yercaud Express,SLY,208,208,2,4
16669,Yercaud Express,DST,214,214,2,5
16669,Yercaud Express,DPI,219,219,2,6
16669,Yercaud Express,MAP,224,225,2,7
16669,Yercaud Express,TNGR,232,232,2,8
16669,Yercaud Express,BDY,239,240,2,9
16669,Yercaud Express,BQI,254,255,2,10
16669,Yercaud Express,LCR,264,264,2,11
16669,Yercaud Express,DSPT,273,273,2,12
16669,Yercaud Express,TNT,279,279,2,13
16669,Yercaud Express,KPPR,289,289,2,14
16669,Yercaud Express,MGSJ,292,292,2,15
16669,Yercaud Express,SA,295,300,2,16
16669,Yercaud Express,NEA,307,307,2,17
16669,Yercaud Express,VRPD,310,310,2,18
16669,Yercaud Express,DC,320,320,2,19
16669,Yercaud Express,MVPM,332,332,2,20
16669,Yercaud Express,SGE,339,340,2,21
16669,Yercaud Express,ANU,357,357,2,22
16669,Yercaud Express,CV,379,379,2,23
16669,Yercaud Express,ED,385,,2,24
56840,Erode Jolarpettai Passenger,ED,,380,1,0
56840,Erode Jolarpettai Passenger,CV,387,388,1,1
56840,Erode Jolarpettai Passenger,ANU,397,398,1,2
56840,Erode Jolarpettai Passenger,SGE,404,406,1,3
56840,Erode Jolarpettai Passenger,MVPM,411,413,1,4
56840,Erode Jolarpettai Passenger,DC,421,423,1,5
56840,Erode Jolarpettai Passenger,VRPD,433,435,1,6
56840,Erode Jolarpettai Passenger,NEA,438,440,1,7
56840,Erode Jolarpettai Passenger,SA,460,465,1,8
56840,Erode Jolarpettai Passenger,MGSJ,470,470,1,9
56840,Erode Jolarpettai Passenger,KPPR,475,477,1,10
56840,Erode Jolarpettai Passenger,TNT,485,487,1,11
56840,Erode Jolarpettai Passenger,DSPT,493,495,1,12
56840,Erode Jolarpettai Passenger,LCR,504,506,1,13
56840,Erode Jolarpettai Passenger,BQI,513,515,1,14
56840,Erode Jolarpettai Passenger,BDY,524,526,1,15
56840,Erode Jolarpettai Passenger,TNGR,530,532,1,16
56840,Erode Jolarpettai Passenger,MAP,538,540,1,17
56840,Erode Jolarpettai Passenger,DPI,546,548,1,18
56840,Erode Jolarpettai Passenger,DST,556,558,1,19
56840,Erode Jolarpettai Passenger,SLY,566,568,1,20
56840,Erode Jolarpettai Passenger,KNNT,572,574,1,21
56840,Erode Jolarpettai Passenger,KEY,580,582,1,22
56840,Erode Jolarpettai Passenger,TPT,603,605,1,23
56840,Erode Jolarpettai Passenger,JTJ,685,,1,24
12626,Kerala Express,JTJ,40,45,3,0
12626,Kerala Express,TPT,50,50,3,1
12626,Kerala Express,KEY,58,58,3,2
12626,Kerala Express,KNNT,62,62,3,3
12626,Kerala Express,SLY,67,67,3,4
12626,Kerala Express,DST,73,73,3,5
12626,Kerala Express,DPI,79,79,3,6
12626,Kerala Express,MAP,84,84,3,7
12626,Kerala Express,TNGR,88,88,3,8
12626,Kerala Express,BDY,93,93,3,9
12626,Kerala Express,BQI,100,100,3,10
12626,Kerala Express,LCR,107,107,3,11
12626,Kerala Express,DSPT,113,113,3,12
12626,Kerala Express,TNT,118,118,3,13
12626,Kerala Express,KPPR,126,126,3,14
12626,Kerala Express,MGSJ,128,128,3,15
12626,Kerala Express,SA,130,135,3,16
12626,Kerala Express,NEA,143,143,3,17
12626,Kerala Express,VRPD,147,147,3,18
12626,Kerala Express,DC,158,158,3,19
12626,Kerala Express,MVPM,172,172,3,20
12626,Kerala Express,SGE,178,178,3,21
12626,Kerala Express,ANU,187,187,3,22
12626,Kerala Express,CV,198,198,3,23
12626,Kerala Express,ED,205,210,3,24
12243,Chennai Central-Coimbatore AC Duronto Express,JTJ,583,583,1,0
12243,Chennai Central-Coimbatore AC Duronto Express,TPT,589,589,1,1
12243,Chennai Central-Coimbatore AC Duronto Express,KEY,598,598,1,2
12243,Chennai Central-Coimbatore AC Duronto Express,KNNT,603,603,1,3
12243,Chennai Central-Coimbatore AC Duronto Express,SLY,608,608,1,4
12243,Chennai Central-Coimbatore AC Duronto Express,DST,615,615,1,5
12243,Chennai Central-Coimbatore AC Duronto Express,DPI,621,621,1,6
12243,Chennai Central-Coimbatore AC Duronto Express,MAP,627,627,1,7
12243,Chennai Central-Coimbatore AC Duronto Express,TNGR,632,632,1,8
12243,Chennai Central-Coimbatore AC Duronto Express,BDY,638,638,1,9
12243,Chennai Central-Coimbatore AC Duronto Express,BQI,646,646,1,10
12243,Chennai Central-Coimbatore AC Duronto Express,LCR,654,654,1,11
12243,Chennai Central-Coimbatore AC Duronto Express,DSPT,662,662,1,12
12243,Chennai Central-Coimbatore AC Duronto Express,TNT,667,667,1,13
12243,Chennai Central-Coimbatore AC Duronto Express,KPPR,675,675,1,14
12243,Chennai Central-Coimbatore AC Duronto Express,MGSJ,678,678,1,15
12243,Chennai Central-Coimbatore AC Duronto Express,SA,681,681,1,16
12243,Chennai Central-Coimbatore AC Duronto Express,NEA,687,687,1,17
12243,Chennai Central-Coimbatore AC Duronto Express,VRPD,689,689,1,18
12243,Chennai Central-Coimbatore AC Duronto Express,DC,698,698,1,19
12243,Chennai Central-Coimbatore AC Duronto Express,MVPM,708,708,1,20
12243,Chennai Central-Coimbatore AC Duronto Express,SGE,712,712,1,21
12243,Chennai Central-Coimbatore AC Duronto Express,ANU,719,719,1,22
12243,Chennai Central-Coimbatore AC Duronto Express,CV,727,727,1,23
12243,Chennai Central-Coimbatore AC Duronto Express,ED,731,731,1,24
12644,Swarna Jayanti Express,JTJ,1238,1238,2,0
12644,Swarna Jayanti Express,TPT,1243,1243,2,1
12644,Swarna Jayanti Express,KEY,1252,1252,2,2
12644,Swarna Jayanti Express,KNNT,1256,1256,2,3
12644,Swarna Jayanti Express,SLY,1261,1261,2,4
12644,Swarna Jayanti Express,DST,1267,1267,2,5
12644,Swarna Jayanti Express,DPI,1273,1273,2,6
12644,Swarna Jayanti Express,MAP,1279,1279,2,7
12644,Swarna Jayanti Express,TNGR,1283,1283,2,8
12644,Swarna Jayanti Express,BDY,1288,1288,2,9
12644,Swarna Jayanti Express,BQI,1296,1296,2,10
12644,Swarna Jayanti Express,LCR,1303,1303,2,11
12644,Swarna Jayanti Express,DSPT,1310,1310,2,12
12644,Swarna Jayanti Express,TNT,1315,1315,2,13
12644,Swarna Jayanti Express,KPPR,1323,1323,2,14
12644,Swarna Jayanti Express,MGSJ,1325,1325,2,15
12644,Swarna Jayanti Express,SA,1325,1330,2,16
12644,Swarna Jayanti Express,NEA,1338,1338,2,17
12644,Swarna Jayanti Express,VRPD,1342,1342,2,18
12644,Swarna Jayanti Express,DC,1354,1354,2,19
12644,Swarna Jayanti Express,MVPM,1368,1368,2,20
12644,Swarna Jayanti Express,SGE,1374,1374,2,21
12644,Swarna Jayanti Express,ANU,1382,1382,2,22
12644,Swarna Jayanti Express,CV,1394,1394,2,23
12644,Swarna Jayanti Express,ED,1400,1405,2,24
12690,NAGERCOIL - CHENNAI SF Exp,ED,350,360,2,0
12690,NAGERCOIL - CHENNAI SF Exp,CV,364,364,2,1
12690,NAGERCOIL - CHENNAI SF Exp,ANU,372,372,2,2
12690,NAGERCOIL - CHENNAI SF Exp,SGE,379,379,2,3
12690,NAGERCOIL - CHENNAI SF Exp,MVPM,383,383,2,4
12690,NAGERCOIL - CHENNAI SF Exp,DC,393,393,2,5
12690,NAGERCOIL - CHENNAI SF Exp,DVBH,,,1,6
12690,NAGERCOIL - CHENNAI SF Exp,VRPD,402,402,2,7
12690,NAGERCOIL - CHENNAI SF Exp,NEA,404,404,2,8
12690,NAGERCOIL - CHENNAI SF Exp,SA,410,415,2,9
12690,NAGERCOIL - CHENNAI SF Exp,MGSJ,417,417,2,10
12690,NAGERCOIL - CHENNAI SF Exp,KPPR,420,420,2,11
12690,NAGERCOIL - CHENNAI SF Exp,TNT,427,427,2,12
12690,NAGERCOIL - CHENNAI SF Exp,DSPT,433,433,2,13
12690,NAGERCOIL - CHENNAI SF Exp,LCR,440,440,2,14
12690,NAGERCOIL - CHENNAI SF Exp,BQI,447,447,2,15
12690,NAGERCOIL - CHENNAI SF Exp,BDY,455,455,2,16
12690,NAGERCOIL - CHENNAI SF Exp,TNGR,460,460,2,17
12690,NAGERCOIL - CHENNAI SF Exp,MAP,464,465,2,18
12690,NAGERCOIL - CHENNAI SF Exp,DPI,471,471,2,19
12690,NAGERCOIL - CHENNAI SF Exp,DST,478,478,2,20
12690,NAGERCOIL - CHENNAI SF Exp,SLY,485,485,2,21
12690,NAGERCOIL - CHENNAI SF Exp,KNNT,490,490,2,22
12690,NAGERCOIL - CHENNAI SF Exp,KEY,495,495,2,23
12690,NAGERCOIL - CHENNAI SF Exp,MOLK,,,1,24
12690,NAGERCOIL - CHENNAI SF Exp,TPT,504,505,2,25
12690,NAGERCOIL - CHENNAI SF Exp,JTJ,528,530,2,26
12675,Kovai Express,JTJ,558,560,1,0
12675,Kovai Express,TPT,566,566,1,1
12675,Kovai Express,KEY,575,575,1,2
12675,Kovai Express,KNNT,580,580,1,3
12675,Kovai Express,SLY,585,585,1,4
12675,Kovai Express,DST,592,592,1,5
12675,Kovai Express,DPI,599,599,1,6
12675,Kovai Express,MAP,604,605,1,7
12675,Kovai Express,TNGR,610,610,1,8
12675,Kovai Express,BDY,615,615,1,9
12675,Kovai Express,BQI,622,622,1,10
12675,Kovai Express,LCR,630,630,1,11
12675,Kovai Express,DSPT,637,637,1,12
12675,Kovai Express,TNT,643,643,1,13
12675,Kovai Express,KPPR,650,650,1,14
12675,Kovai Express,MGSJ,653,653,1,15
12675,Kovai Express,SA,655,660,1,16
12675,Kovai Express,NEA,667,667,1,17
12675,Kovai Express,VRPD,669,669,1,18
12675,Kovai Express,DC,679,679,1,19
12675,Kovai Express,MVPM,690,690,1,20
12675,Kovai Express,SGE,695,695,1,21
12675,Kovai Express,ANU,702,702,1,22
12675,Kovai Express,CV,711,711,1,23
12675,Kovai Express,ED,715,720,1,24
12698,Thiruvananthapuram Central Chennai Central weekly express,ED,355,360,2,0
12698,Thiruvananthapuram Central Chennai Central weekly express,CV,364,364,2,1
12698,Thiruvananthapuram Central Chennai Central weekly express,ANU,372,372,2,2
12698,Thiruvananthapuram Central Chennai Central weekly express,SGE,379,379,2,3
12698,Thiruvananthapuram Central Chennai Central weekly express,MVPM,383,383,2,4
12698,Thiruvananthapuram Central Chennai Central weekly express,DC,393,393,2,5
12698,Thiruvananthapuram Central Chennai Central weekly express,VRPD,402,402,2,6
12698,Thiruvananthapuram Central Chennai Central weekly express,NEA,404,404,2,7
12698,Thiruvananthapuram Central Chennai Central weekly express,SA,410,415,2,8
12698,Thiruvananthapuram Central Chennai Central weekly express,MGSJ,418,418,2,9
12698,Thiruvananthapuram Central Chennai Central weekly express,KPPR,421,421,2,10
12698,Thiruvananthapuram Central Chennai Central weekly express,TNT,431,431,2,11
12698,Thiruvananthapuram Central Chennai Central weekly express,DSPT,437,437,2,12
12698,Thiruvananthapuram Central Chennai Central weekly express,LCR,446,446,2,13
12698,Thiruvananthapuram Central Chennai Central weekly express,BQI,456,456,2,14
12698,Thiruvananthapuram Central Chennai Central weekly express,BDY,465,465,2,15
12698,Thiruvananthapuram Central Chennai Central weekly express,TNGR,472,472,2,16
12698,Thiruvananthapuram Central Chennai Central weekly express,MAP,477,477,2,17
12698,Thiruvananthapuram Central Chennai Central weekly express,DPI,484,484,2,18
12698,Thiruvananthapuram Central Chennai Central weekly express,DST,492,492,2,19
12698,Thiruvananthapuram Central Chennai Central weekly express,SLY,500,500,2,20
12698,Thiruvananthapuram Central Chennai Central weekly express,KNNT,506,506,2,21
12698,Thiruvananthapuram Central Chennai Central weekly express,KEY,512,512,2,22
12698,Thiruvananthapuram Central Chennai Central weekly express,TPT,522,522,2,23
12698,Thiruvananthapuram Central Chennai Central weekly express,JTJ,528,530,2,24
12602,Chennai Mail,ED,1385,1390,1,0
12602,Chennai Mail,CV,1394,1394,1,1
12602,Chennai Mail,ANU,1403,1403,1,2
12602,Chennai Mail,SGE,1410,1410,1,3
12602,Chennai Mail,MVPM,1415,1415,1,4
12602,Chennai Mail,DC,1425,1425,1,5
12602,Chennai Mail,VRPD,1435,1435,1,6
12602,Chennai Mail,NEA,1437,1437,1,7
12602,Chennai Mail,SA,5,10,2,8
12602,Chennai Mail,MGSJ,13,13,2,9
12602,Chennai Mail,KPPR,15,15,2,10
12602,Chennai Mail,TNT,24,24,2,11
12602,Chennai Mail,DSPT,30,30,2,12
12602,Chennai Mail,LCR,38,38,2,13
12602,Chennai Mail,BQI,47,47,2,14
12602,Chennai Mail,BDY,55,55,2,15
12602,Chennai Mail,TNGR,61,61,2,16
12602,Chennai Mail,MAP,66,66,2,17
12602,Chennai Mail,DPI,73,73,2,18
12602,Chennai Mail,DST,80,80,2,19
12602,Chennai Mail,SLY,87,87,2,20
12602,Chennai Mail,KNNT,92,92,2,21
12602,Chennai Mail,KEY,97,97,2,22
12602,Chennai Mail,TPT,107,107,2,23
12602,Chennai Mail,JTJ,113,115,2,24
12969,Coimbatore-Jaipur Express,ED,645,650,1,0
12969,Coimbatore-Jaipur Express,CV,654,654,1,1
12969,Coimbatore-Jaipur Express,ANU,663,663,1,2
12969,Coimbatore-Jaipur Express,SGE,670,670,1,3
12969,Coimbatore-Jaipur Express,MVPM,675,675,1,4
12969,Coimbatore-Jaipur Express,DC,686,686,1,5
12969,Coimbatore-Jaipur Express,VRPD,695,695,1,6
12969,Coimbatore-Jaipur Express,NEA,698,698,1,7
12969,Coimbatore-Jaipur Express,SA,705,710,1,8
12969,Coimbatore-Jaipur Express,MGSJ,713,713,1,9
12969,Coimbatore-Jaipur Express,KPPR,716,716,1,10
12969,Coimbatore-Jaipur Express,TNT,725,725,1,11
12969,Coimbatore-Jaipur Express,DSPT,731,731,1,12
12969,Coimbatore-Jaipur Express,LCR,740,740,1,13
12969,Coimbatore-Jaipur Express,BQI,749,749,1,14
12969,Coimbatore-Jaipur Express,BDY,758,758,1,15
12969,Coimbatore-Jaipur Express,TNGR,764,764,1,16
12969,Coimbatore-Jaipur Express,MAP,770,770,1,17
12969,Coimbatore-Jaipur Express,DPI,776,776,1,18
12969,Coimbatore-Jaipur Express,DST,784,784,1,19
12969,Coimbatore-Jaipur Express,SLY,791,791,1,20
12969,Coimbatore-Jaipur Express,KNNT,797,797,1,21
12969,Coimbatore-Jaipur Express,KEY,803,803,1,22
12969,Coimbatore-Jaipur Express,TPT,813,813,1,23
12969,Coimbatore-Jaipur Express,JTJ,818,820,1,24
13352-Slip,Alappuzha Dhanbad Tatanagar Express Slip,ED,840,850,1,0
13352-Slip,Alappuzha Dhanbad Tatanagar Express Slip,CV,854,854,1,1
13352-Slip,Alappuzha Dhanbad Tatanagar Express Slip,ANU,862,862,1,2
13352-Slip,Alappuzha Dhanbad Tatanagar Express Slip,SGE,868,868,1,3
13352-Slip,Alappuzha Dhanbad Tatanagar Express Slip,MVPM,872,872,1,4
13352-Slip,Alappuzha Dhanbad Tatanagar Express Slip,DC,882,882,1,5
13352-Slip,Alappuzha Dhanbad Tatanagar Express Slip,VRPD,891,891,1,6
13352-Slip,Alappuzha Dhanbad Tatanagar Express Slip,NEA,893,893,1,7
13352-Slip,Alappuzha Dhanbad Tatanagar Express Slip,SA,900,905,1,8
13352-Slip,Alappuzha Dhanbad Tatanagar Express Slip,MGSJ,907,907,1,9
13352-Slip,Alappuzha Dhanbad Tatanagar Express Slip,KPPR,910,910,1,10
13352-Slip,Alappuzha Dhanbad Tatanagar Express Slip,TNT,918,918,1,11
13352-Slip,Alappuzha Dhanbad Tatanagar Express Slip,DSPT,924,924,1,12
13352-Slip,Alappuzha Dhanbad Tatanagar Express Slip,LCR,931,931,1,13
13352-Slip,Alappuzha Dhanbad Tatanagar Express Slip,BQI,939,940,1,14
13352-Slip,Alappuzha Dhanbad Tatanagar Express Slip,BDY,947,947,1,15
13352-Slip,Alappuzha Dhanbad Tatanagar Express Slip,TNGR,952,952,1,16
13352-Slip,Alappuzha Dhanbad Tatanagar Express Slip,MAP,957,957,1,17
13352-Slip,Alappuzha Dhanbad Tatanagar Express Slip,DPI,962,962,1,18
13352-Slip,Alappuzha Dhanbad Tatanagar Express Slip,DST,968,968,1,19
13352-Slip,Alappuzha Dhanbad Tatanagar Express Slip,SLY,974,975,1,20
13352-Slip,Alappuzha Dhanbad Tatanagar Express Slip,KNNT,981,981,1,21
13352-Slip,Alappuzha Dhanbad Tatanagar Express Slip,KEY,987,987,1,22
13352-Slip,Alappuzha Dhanbad Tatanagar Express Slip,TPT,999,1000,1,23
13352-Slip,Alappuzha Dhanbad Tatanagar Express Slip,JTJ,1025,1030,1,24
12788,Tirunelveli Bilaspur SF Express,ED,900,910,1,0
12788,Tirunelveli Bilaspur SF Express,CV,914,914,1,1
12788,Tirunelveli Bilaspur SF Express,ANU,922,922,1,2
12788,Tirunelveli Bilaspur SF Express,SGE,929,929,1,3
12788,Tirunelveli Bilaspur SF Express,MVPM,933,933,1,4
12788,Tirunelveli Bilaspur SF Express,DC,943,943,1,5
12788,Tirunelveli Bilaspur SF Express,VRPD,952,952,1,6
12788,Tirunelveli Bilaspur SF Express,NEA,954,954,1,7
12788,Tirunelveli Bilaspur SF Express,SA,960,965,1,8
12788,Tirunelveli Bilaspur SF Express,MGSJ,968,968,1,9
12788,Tirunelveli Bilaspur SF Express,KPPR,970,970,1,10
12788,Tirunelveli Bilaspur SF Express,TNT,979,979,1,11
12788,Tirunelveli Bilaspur SF Express,DSPT,985,985,1,12
12788,Tirunelveli Bilaspur SF Express,LCR,992,992,1,13
12788,Tirunelveli Bilaspur SF Express,BQI,1001,1001,1,14
12788,Tirunelveli Bilaspur SF Express,BDY,1009,1009,1,15
12788,Tirunelveli Bilaspur SF Express,TNGR,1014,1014,1,16
12788,Tirunelveli Bilaspur SF Express,MAP,1020,1020,1,17
12788,Tirunelveli Bilaspur SF Express,DPI,1026,1026,1,18
12788,Tirunelveli Bilaspur SF Express,DST,1032,1032,1,19
12788,Tirunelveli Bilaspur SF Express,SLY,1039,1039,1,20
12788,Tirunelveli Bilaspur SF Express,KNNT,1045,1045,1,21
12788,Tirunelveli Bilaspur SF Express,KEY,1050,1050,1,22
12788,Tirunelveli Bilaspur SF Express,TPT,1059,1059,1,23
12788,Tirunelveli Bilaspur SF Express,JTJ,1065,1065,1,24
12623,Chennai Tiruvananthapuram SF Mail,JTJ,1354,1354,1,0
12623,Chennai Tiruvananthapuram SF Mail,TPT,1360,1360,1,1
12623,Chennai Tiruvananthapuram SF Mail,KEY,1368,1368,1,2
12623,Chennai Tiruvananthapuram SF Mail,KNNT,1373,1373,1,3
12623,Chennai Tiruvananthapuram SF Mail,SLY,1377,1377,1,4
12623,Chennai Tiruvananthapuram SF Mail,DST,1384,1384,1,5
12623,Chennai Tiruvananthapuram SF Mail,DPI,1390,1390,1,6
12623,Chennai Tiruvananthapuram SF Mail,MAP,1396,1396,1,7
12623,Chennai Tiruvananthapuram SF Mail,TNGR,1401,1401,1,8
12623,Chennai Tiruvananthapuram SF Mail,BDY,1406,1406,1,9
12623,Chennai Tiruvananthapuram SF Mail,BQI,1413,1413,1,10
12623,Chennai Tiruvananthapuram SF Mail,LCR,1421,1421,1,11
12623,Chennai Tiruvananthapuram SF Mail,DSPT,1428,1428,1,12
12623,Chennai Tiruvananthapuram SF Mail,TNT,1434,1434,1,13
12623,Chennai Tiruvananthapuram SF Mail,KPPR,1,1,2,14
12623,Chennai Tiruvananthapuram SF Mail,MGSJ,4,4,2,15
12623,Chennai Tiruvananthapuram SF Mail,SA,5,10,2,16
12623,Chennai Tiruvananthapuram SF Mail,NEA,17,17,2,17
12623,Chennai Tiruvananthapuram SF Mail,VRPD,19,19,2,18
12623,Chennai Tiruvananthapuram SF Mail,DC,29,29,2,19
12623,Chennai Tiruvananthapuram SF Mail,MVPM,40,40,2,20
12623,Chennai Tiruvananthapuram SF Mail,SGE,45,45,2,21
12623,Chennai Tiruvananthapuram SF Mail,ANU,52,52,2,22
12623,Chennai Tiruvananthapuram SF Mail,CV,61,61,2,23
12623,Chennai Tiruvananthapuram SF Mail,ED,65,70,2,24
12522,Raptisagar Express,ED,1020,1030,1,0
12522,Raptisagar Express,CV,1034,1034,1,1
12522,Raptisagar Express,ANU,1044,1044,1,2
12522,Raptisagar Express,SGE,1051,1051,1,3
12522,Raptisagar Express,MVPM,1055,1055,1,4
12522,Raptisagar Express,DC,1066,1066,1,5
12522,Raptisagar Express,VRPD,1076,1076,1,6
12522,Raptisagar Express,NEA,1079,1079,1,7
12522,Raptisagar Express,SA,1085,1090,1,8
12522,Raptisagar Express,MGSJ,1093,1093,1,9
12522,Raptisagar Express,KPPR,1095,1095,1,10
12522,Raptisagar Express,TNT,1104,1104,1,11
12522,Raptisagar Express,DSPT,1109,1109,1,12
12522,Raptisagar Express,LCR,1117,1117,1,13
12522,Raptisagar Express,BQI,1125,1125,1,14
12522,Raptisagar Express,BDY,1134,1134,1,15
12522,Raptisagar Express,TNGR,1139,1139,1,16
12522,Raptisagar Express,MAP,1144,1144,1,17
12522,Raptisagar Express,DPI,1150,1150,1,18
12522,Raptisagar Express,DST,1157,1157,1,19
12522,Raptisagar Express,SLY,1164,1164,1,20
12522,Raptisagar Express,KNNT,1169,1169,1,21
12522,Raptisagar Express,KEY,1174,1174,1,22
12522,Raptisagar Express,TPT,1183,1183,1,23
12522,Raptisagar Express,JTJ,1188,1190,1,24
16318-Slip,Himsagar Express Slip,JTJ,303,305,4,0
16318-Slip,Himsagar Express Slip,TPT,311,311,4,1
16318-Slip,Himsagar Express Slip,KEY,319,319,4,2
16318-Slip,Himsagar Express Slip,KNNT,323,323,4,3
16318-Slip,Himsagar Express Slip,SLY,328,328,4,4
16318-Slip,Himsagar Express Slip,DST,335,335,4,5
16318-Slip,Himsagar Express Slip,DPI,341,341,4,6
16318-Slip,Himsagar Express Slip,MAP,346,346,4,7
16318-Slip,Himsagar Express Slip,TNGR,351,351,4,8
16318-Slip,Himsagar Express Slip,BDY,356,356,4,9
16318-Slip,Himsagar Express Slip,BQI,363,363,4,10
16318-Slip,Himsagar Express Slip,LCR,371,371,4,11
16318-Slip,Himsagar Express Slip,DSPT,378,378,4,12
16318-Slip,Himsagar Express Slip,TNT,384,384,4,13
16318-Slip,Himsagar Express Slip,KPPR,391,391,4,14
16318-Slip,Himsagar Express Slip,MGSJ,394,394,4,15
16318-Slip,Himsagar Express Slip,SA,395,400,4,16
16318-Slip,Himsagar Express Slip,NEA,408,408,4,17
16318-Slip,Himsagar Express Slip,VRPD,412,412,4,18
16318-Slip,Himsagar Express Slip,DC,424,424,4,19
16318-Slip,Himsagar Express Slip,MVPM,438,438,4,20
16318-Slip,Himsagar Express Slip,SGE,444,444,4,21
16318-Slip,Himsagar Express Slip,ANU,452,452,4,22
16318-Slip,Himsagar Express Slip,CV,464,464,4,23
16318-Slip,Himsagar Express Slip,ED,470,530,4,24
12512,Rapti Sagar Expres,ED,1020,1030,1,0
12512,Rapti Sagar Expres,CV,1034,1034,1,1
12512,Rapti Sagar Expres,ANU,1043,1043,1,2
12512,Rapti Sagar Expres,SGE,1050,1050,1,3
12512,Rapti Sagar Expres,MVPM,1055,1055,1,4
12512,Rapti Sagar Expres,DC,1066,1066,1,5
12512,Rapti Sagar Expres,VRPD,1075,1075,1,6
12512,Rapti Sagar Expres,NEA,1078,1078,1,7
12512,Rapti Sagar Expres,SA,1085,1090,1,8
12512,Rapti Sagar Expres,MGSJ,1093,1093,1,9
12512,Rapti Sagar Expres,KPPR,1095,1095,1,10
12512,Rapti Sagar Expres,TNT,1104,1104,1,11
12512,Rapti Sagar Expres,DSPT,1109,1109,1,12
12512,Rapti Sagar Expres,LCR,1117,1117,1,13
12512,Rapti Sagar Expres,BQI,1125,1125,1,14
12512,Rapti Sagar Expres,BDY,1134,1134,1,15
12512,Rapti Sagar Expres,TNGR,1139,1139,1,16
12512,Rapti Sagar Expres,MAP,1144,1144,1,17
12512,Rapti Sagar Expres,DPI,1150,1150,1,18
12512,Rapti Sagar Expres,DST,1157,1157,1,19
12512,Rapti Sagar Expres,SLY,1164,1164,1,20
12512,Rapti Sagar Expres,KNNT,1169,1169,1,21
12512,Rapti Sagar Expres,KEY,1174,1174,1,22
12512,Rapti Sagar Expres,TPT,1183,1183,1,23
12512,Rapti Sagar Expres,JTJ,1188,1190,1,24
12659,Gurudev Express,ED,165,185,2,0
12659,Gurudev Express,CV,189,189,2,1
12659,Gurudev Express,ANU,199,199,2,2
12659,Gurudev Express,SGE,206,206,2,3
12659,Gurudev Express,MVPM,210,210,2,4
12659,Gurudev Express,DC,221,221,2,5
12659,Gurudev Express,VRPD,231,231,2,6
12659,Gurudev Express,NEA,234,234,2,7
12659,Gurudev Express,SA,240,245,2,8
12659,Gurudev Express,MGSJ,248,248,2,9
12659,Gurudev Express,KPPR,251,251,2,10
12659,Gurudev Express,TNT,260,260,2,11
12659,Gurudev Express,DSPT,267,267,2,12
12659,Gurudev Express,LCR,275,275,2,13
12659,Gurudev Express,BQI,285,285,2,14
12659,Gurudev Express,BDY,294,294,2,15
12659,Gurudev Express,TNGR,300,300,2,16
12659,Gurudev Express,MAP,306,306,2,17
12659,Gurudev Express,DPI,312,312,2,18
12659,Gurudev Express,DST,320,320,2,19
12659,Gurudev Express,SLY,328,328,2,20
12659,Gurudev Express,KNNT,334,334,2,21
12659,Gurudev Express,KEY,339,339,2,22
12659,Gurudev Express,TPT,349,349,2,23
12659,Gurudev Express,JTJ,355,360,2,24
16688,Navyug Express,JTJ,303,305,4,0
16688,Navyug Express,TPT,311,311,4,1
16688,Navyug Express,KEY,319,319,4,2
16688,Navyug Express,KNNT,323,323,4,3
16688,Navyug Express,SLY,328,328,4,4
16688,Navyug Express,DST,335,335,4,5
16688,Navyug Express,DPI,341,341,4,6
16688,Navyug Express,MAP,346,346,4,7
16688,Navyug Express,TNGR,351,351,4,8
16688,Navyug Express,BDY,356,356,4,9
16688,Navyug Express,BQI,363,363,4,10
16688,Navyug Express,LCR,371,371,4,11
16688,Navyug Express,DSPT,378,378,4,12
16688,Navyug Express,TNT,384,384,4,13
16688,Navyug Express,KPPR,391,391,4,14
16688,Navyug Express,MGSJ,394,394,4,15
16688,Navyug Express,SA,395,400,4,16
16688,Navyug Express,NEA,408,408,4,17
16688,Navyug Express,VRPD,412,412,4,18
16688,Navyug Express,DC,424,424,4,19
16688,Navyug Express,MVPM,438,438,4,20
