train_number,train_class,from_code,to_code,direction,enter_min,is_synthetic
13352-Slip,EXPRESS,ANU,CV,UP,854,False
13352-Slip,EXPRESS,SGE,ANU,UP,862,False
13352-Slip,EXPRESS,MVPM,SGE,UP,868,False
13352-Slip,EXPRESS,DC,MVPM,UP,872,False
13352-Slip,EXPRESS,VRPD,DC,UP,882,False
13352-Slip,EXPRESS,NEA,VRPD,UP,891,False
13352-Slip,EXPRESS,SA,NEA,UP,893,False
13352-Slip,EXPRESS,MGSJ,SA,UP,905,False
13352-Slip,EXPRESS,KPPR,MGSJ,UP,907,False
13352-Slip,EXPRESS,TNT,KPPR,UP,910,False
13352-Slip,EXPRESS,DSPT,TNT,UP,918,False
13352-Slip,EXPRESS,LCR,DSPT,UP,924,False
13352-Slip,EXPRESS,BQI,LCR,UP,931,False
13352-Slip,EXPRESS,BDY,BQI,UP,940,False
13352-Slip,EXPRESS,TNGR,BDY,UP,947,False
13352-Slip,EXPRESS,MAP,TNGR,UP,952,False
13352-Slip,EXPRESS,DPI,MAP,UP,957,False
13352-Slip,EXPRESS,DST,DPI,UP,962,False
13352-Slip,EXPRESS,SLY,DST,UP,968,False
13352-Slip,EXPRESS,KNNT,SLY,UP,975,False
13352-Slip,EXPRESS,KEY,KNNT,UP,981,False
13352-Slip,EXPRESS,TPT,KEY,UP,987,False
13352-Slip,EXPRESS,JTJ,TPT,UP,1000,False
12788,SUPERFAST,CV,ED,UP,910,False
12788,SUPERFAST,ANU,CV,UP,914,False
12788,SUPERFAST,SGE,ANU,UP,922,False
12788,SUPERFAST,MVPM,SGE,UP,929,False
12788,SUPERFAST,DC,MVPM,UP,933,False
12788,SUPERFAST,VRPD,DC,UP,943,False
12788,SUPERFAST,NEA,VRPD,UP,952,False
12788,SUPERFAST,SA,NEA,UP,954,False
12788,SUPERFAST,MGSJ,SA,UP,965,False
12788,SUPERFAST,KPPR,MGSJ,UP,968,False
12788,SUPERFAST,TNT,KPPR,UP,970,False
12788,SUPERFAST,DSPT,TNT,UP,979,False
12788,SUPERFAST,LCR,DSPT,UP,985,False
12788,SUPERFAST,BQI,LCR,UP,992,False
12788,SUPERFAST,BDY,BQI,UP,1001,False
12788,SUPERFAST,TNGR,BDY,UP,1009,False
12788,SUPERFAST,MAP,TNGR,UP,1014,False
12788,SUPERFAST,DPI,MAP,UP,1020,False
12788,SUPERFAST,DST,DPI,UP,1026,False
12788,SUPERFAST,SLY,DST,UP,1032,False
12788,SUPERFAST,KNNT,SLY,UP,1039,False
12788,SUPERFAST,KEY,KNNT,UP,1045,False
12788,SUPERFAST,TPT,KEY,UP,1050,False
12788,SUPERFAST,JTJ,TPT,UP,1059,False
12623,SUPERFAST,JTJ,TPT,DN,1354,False
12623,SUPERFAST,TPT,KEY,DN,1360,False
12623,SUPERFAST,KEY,KNNT,DN,1368,False
12623,SUPERFAST,KNNT,SLY,DN,1373,False
12623,SUPERFAST,SLY,DST,DN,1377,False
12623,SUPERFAST,DST,DPI,DN,1384,False
12623,SUPERFAST,DPI,MAP,DN,1390,False
12623,SUPERFAST,MAP,TNGR,DN,1396,False
12623,SUPERFAST,TNGR,BDY,DN,1401,False
12623,SUPERFAST,BDY,BQI,DN,1406,False
12623,SUPERFAST,BQI,LCR,DN,1413,False
12623,SUPERFAST,LCR,DSPT,DN,1421,False
12623,SUPERFAST,DSPT,TNT,DN,1428,False
12623,SUPERFAST,TNT,KPPR,DN,1434,False
12623,SUPERFAST,KPPR,MGSJ,DN,1,False
12623,SUPERFAST,MGSJ,SA,DN,4,False
12623,SUPERFAST,SA,NEA,DN,10,False
12623,SUPERFAST,NEA,VRPD,DN,17,False
12623,SUPERFAST,VRPD,DC,DN,19,False
12623,SUPERFAST,DC,MVPM,DN,29,False
12623,SUPERFAST,MVPM,SGE,DN,40,False
12623,SUPERFAST,SGE,ANU,DN,45,False
12623,SUPERFAST,ANU,CV,DN,52,False
12623,SUPERFAST,CV,ED,DN,61,False
12522,EXPRESS,CV,ED,UP,1030,False
12522,EXPRESS,ANU,CV,UP,1034,False
12522,EXPRESS,SGE,ANU,UP,1044,False
12522,EXPRESS,MVPM,SGE,UP,1051,False
12522,EXPRESS,DC,MVPM,UP,1055,False
12522,EXPRESS,VRPD,DC,UP,1066,False
12522,EXPRESS,NEA,VRPD,UP,1076,False
12522,EXPRESS,SA,NEA,UP,1079,False
12522,EXPRESS,MGSJ,SA,UP,1090,False
12522,EXPRESS,KPPR,MGSJ,UP,1093,False
12522,EXPRESS,TNT,KPPR,UP,1095,False
12522,EXPRESS,DSPT,TNT,UP,1104,False
12522,EXPRESS,LCR,DSPT,UP,1109,False
12522,EXPRESS,BQI,LCR,UP,1117,False
12522,EXPRESS,BDY,BQI,UP,1125,False
12522,EXPRESS,TNGR,BDY,UP,1134,False
12522,EXPRESS,MAP,TNGR,UP,1139,False
12522,EXPRESS,DPI,MAP,UP,1144,False
12522,EXPRESS,DST,DPI,UP,1150,False
12522,EXPRESS,SLY,DST,UP,1157,False
12522,EXPRESS,KNNT,SLY,UP,1164,False
12522,EXPRESS,KEY,KNNT,UP,1169,False
12522,EXPRESS,TPT,KEY,UP,1174,False
12522,EXPRESS,JTJ,TPT,UP,1183,False
16318-Slip,EXPRESS,JTJ,TPT,DN,305,False
16318-Slip,EXPRESS,TPT,KEY,DN,311,False
16318-Slip,EXPRESS,KEY,KNNT,DN,319,False
16318-Slip,EXPRESS,KNNT,SLY,DN,323,False
16318-Slip,EXPRESS,SLY,DST,DN,328,False
16318-Slip,EXPRESS,DST,DPI,DN,335,False
16318-Slip,EXPRESS,DPI,MAP,DN,341,False
16318-Slip,EXPRESS,MAP,TNGR,DN,346,False
16318-Slip,EXPRESS,TNGR,BDY,DN,351,False
16318-Slip,EXPRESS,BDY,BQI,DN,356,False
16318-Slip,EXPRESS,BQI,LCR,DN,363,False
16318-Slip,EXPRESS,LCR,DSPT,DN,371,False
16318-Slip,EXPRESS,DSPT,TNT,DN,378,False
16318-Slip,EXPRESS,TNT,KPPR,DN,384,False
16318-Slip,EXPRESS,KPPR,MGSJ,DN,391,False
16318-Slip,EXPRESS,MGSJ,SA,DN,394,False
16318-Slip,EXPRESS,SA,NEA,DN,400,False
16318-Slip,EXPRESS,NEA,VRPD,DN,408,False
16318-Slip,EXPRESS,VRPD,DC,DN,412,False
16318-Slip,EXPRESS,DC,MVPM,DN,424,False
16318-Slip,EXPRESS,MVPM,SGE,DN,438,False
16318-Slip,EXPRESS,SGE,ANU,DN,444,False
16318-Slip,EXPRESS,ANU,CV,DN,452,False
16318-Slip,EXPRESS,CV,ED,DN,464,False
12512,EXPRESS,CV,ED,UP,1030,False
12512,EXPRESS,ANU,CV,UP,1034,False
12512,EXPRESS,SGE,ANU,UP,1043,False
12512,EXPRESS,MVPM,SGE,UP,1050,False
12512,EXPRESS,DC,MVPM,UP,1055,False
12512,EXPRESS,VRPD,DC,UP,1066,False
12512,EXPRESS,NEA,VRPD,UP,1075,False
12512,EXPRESS,SA,NEA,UP,1078,False
12512,EXPRESS,MGSJ,SA,UP,1090,False
12512,EXPRESS,KPPR,MGSJ,UP,1093,False
12512,EXPRESS,TNT,KPPR,UP,1095,False
12512,EXPRESS,DSPT,TNT,UP,1104,False
12512,EXPRESS,LCR,DSPT,UP,1109,False
12512,EXPRESS,BQI,LCR,UP,1117,False
12512,EXPRESS,BDY,BQI,UP,1125,False
12512,EXPRESS,TNGR,BDY,UP,1134,False
12512,EXPRESS,MAP,TNGR,UP,1139,False
12512,EXPRESS,DPI,MAP,UP,1144,False
12512,EXPRESS,DST,DPI,UP,1150,False
12512,EXPRESS,SLY,DST,UP,1157,False
12512,EXPRESS,KNNT,SLY,UP,1164,False
12512,EXPRESS,KEY,KNNT,UP,1169,False
12512,EXPRESS,TPT,KEY,UP,1174,False
12512,EXPRESS,JTJ,TPT,UP,1183,False
12659,EXPRESS,CV,ED,UP,185,False
12659,EXPRESS,ANU,CV,UP,189,False
12659,EXPRESS,SGE,ANU,UP,199,False
12659,EXPRESS,MVPM,SGE,UP,206,False
12659,EXPRESS,DC,MVPM,UP,210,False
12659,EXPRESS,VRPD,DC,UP,221,False
12659,EXPRESS,NEA,VRPD,UP,231,False
12659,EXPRESS,SA,NEA,UP,234,False
12659,EXPRESS,MGSJ,SA,UP,245,False
12659,EXPRESS,KPPR,MGSJ,UP,248,False
12659,EXPRESS,TNT,KPPR,UP,251,False
12659,EXPRESS,DSPT,TNT,UP,260,False
12659,EXPRESS,LCR,DSPT,UP,267,False
12659,EXPRESS,BQI,LCR,UP,275,False
12659,EXPRESS,BDY,BQI,UP,285,False
12659,EXPRESS,TNGR,BDY,UP,294,False
12659,EXPRESS,MAP,TNGR,UP,300,False
12659,EXPRESS,DPI,MAP,UP,306,False
12659,EXPRESS,DST,DPI,UP,312,False
12659,EXPRESS,SLY,DST,UP,320,False
12659,EXPRESS,KNNT,SLY,UP,328,False
12659,EXPRESS,KEY,KNNT,UP,334,False
12659,EXPRESS,TPT,KEY,UP,339,False
12659,EXPRESS,JTJ,TPT,UP,349,False
16688,EXPRESS,JTJ,TPT,DN,305,False
16688,EXPRESS,TPT,KEY,DN,311,False
16688,EXPRESS,KEY,KNNT,DN,319,False
16688,EXPRESS,KNNT,SLY,DN,323,False
16688,EXPRESS,SLY,DST,DN,328,False
16688,EXPRESS,DST,DPI,DN,335,False
16688,EXPRESS,DPI,MAP,DN,341,False
16688,EXPRESS,MAP,TNGR,DN,346,False
16688,EXPRESS,TNGR,BDY,DN,351,False
16688,EXPRESS,BDY,BQI,DN,356,False
16688,EXPRESS,BQI,LCR,DN,363,False
16688,EXPRESS,LCR,DSPT,DN,371,False
16688,EXPRESS,DSPT,TNT,DN,378,False
16688,EXPRESS,TNT,KPPR,DN,384,False
16688,EXPRESS,KPPR,MGSJ,DN,391,False
16688,EXPRESS,MGSJ,SA,DN,394,False
16688,EXPRESS,SA,NEA,DN,400,False
16688,EXPRESS,NEA,VRPD,DN,408,False
16688,EXPRESS,VRPD,DC,DN,412,False
16688,EXPRESS,DC,MVPM,DN,424,False
16688,EXPRESS,MVPM,SGE,DN,438,False
16688,EXPRESS,SGE,ANU,DN,444,False
16688,EXPRESS,ANU,CV,DN,452,False
16688,EXPRESS,CV,ED,DN,464,False
12645,EXPRESS,CV,ED,UP,80,False
12645,EXPRESS,ANU,CV,UP,84,False
12645,EXPRESS,SGE,ANU,UP,94,False
12645,EXPRESS,MVPM,SGE,UP,101,False
12645,EXPRESS,DC,MVPM,UP,105,False
12645,EXPRESS,VRPD,DC,UP,116,False
12645,EXPRESS,NEA,VRPD,UP,126,False
12645,EXPRESS,SA,NEA,UP,129,False
12645,EXPRESS,MGSJ,SA,UP,140,False
12645,EXPRESS,KPPR,MGSJ,UP,143,False
12645,EXPRESS,TNT,KPPR,UP,146,False
12645,EXPRESS,DSPT,TNT,UP,154,False
12645,EXPRESS,LCR,DSPT,UP,160,False
12645,EXPRESS,BQI,LCR,UP,169,False
12645,EXPRESS,BDY,BQI,UP,177,False
12645,EXPRESS,TNGR,BDY,UP,186,False
12645,EXPRESS,MAP,TNGR,UP,192,False
12645,EXPRESS,DPI,MAP,UP,197,False
12645,EXPRESS,DST,DPI,UP,203,False
12645,EXPRESS,SLY,DST,UP,210,False
12645,EXPRESS,KNNT,SLY,UP,218,False
12645,EXPRESS,KEY,KNNT,UP,223,False
12645,EXPRESS,TPT,KEY,UP,228,False
12645,EXPRESS,JTJ,TPT,UP,238,False
16324,EXPRESS,JTJ,TPT,DN,460,False
16324,EXPRESS,TPT,KEY,DN,466,False
16324,EXPRESS,KEY,KNNT,DN,475,False
16324,EXPRESS,KNNT,SLY,DN,479,False
16324,EXPRESS,SLY,DST,DN,484,False
16324,EXPRESS,DST,DPI,DN,491,False
16324,EXPRESS,DPI,MAP,DN,498,False
16324,EXPRESS,MAP,TNGR,DN,504,False
16324,EXPRESS,TNGR,BDY,DN,509,False
16324,EXPRESS,BDY,BQI,DN,514,False
16324,EXPRESS,BQI,LCR,DN,522,False
16324,EXPRESS,LCR,DSPT,DN,530,False
16324,EXPRESS,DSPT,TNT,DN,537,False
16324,EXPRESS,TNT,KPPR,DN,543,False
16324,EXPRESS,KPPR,MGSJ,DN,551,False
16324,EXPRESS,MGSJ,SA,DN,554,False
16324,EXPRESS,SA,NEA,DN,560,False
16324,EXPRESS,NEA,VRPD,DN,569,False
16324,EXPRESS,VRPD,DC,DN,572,False
16324,EXPRESS,DC,MVPM,DN,585,False
16324,EXPRESS,MVPM,SGE,DN,601,False
16324,EXPRESS,SGE,ANU,DN,607,False
16324,EXPRESS,ANU,CV,DN,616,False
16324,EXPRESS,CV,ED,DN,628,False
12643,EXPRESS,CV,ED,UP,80,False
12643,EXPRESS,ANU,CV,UP,84,False
12643,EXPRESS,SGE,ANU,UP,93,False
12643,EXPRESS,MVPM,SGE,UP,100,False
12643,EXPRESS,DC,MVPM,UP,105,False
12643,EXPRESS,VRPD,DC,UP,116,False
12643,EXPRESS,NEA,VRPD,UP,125,False
12643,EXPRESS,SA,NEA,UP,128,False
12643,EXPRESS,MGSJ,SA,UP,140,False
12643,EXPRESS,KPPR,MGSJ,UP,143,False
12643,EXPRESS,TNT,KPPR,UP,146,False
12643,EXPRESS,DSPT,TNT,UP,155,False
12643,EXPRESS,LCR,DSPT,UP,162,False
12643,EXPRESS,BQI,LCR,UP,171,False
12643,EXPRESS,BDY,BQI,UP,180,False
12643,EXPRESS,TNGR,BDY,UP,190,False
12643,EXPRESS,MAP,TNGR,UP,196,False
12643,EXPRESS,DPI,MAP,UP,201,False
12643,EXPRESS,DST,DPI,UP,208,False
12643,EXPRESS,SLY,DST,UP,216,False
12643,EXPRESS,KNNT,SLY,UP,224,False
12643,EXPRESS,KEY,KNNT,UP,230,False
12643,EXPRESS,TPT,KEY,UP,235,False
12643,EXPRESS,JTJ,TPT,UP,246,False
12624,SUPERFAST,CV,ED,UP,50,False
12624,SUPERFAST,ANU,CV,UP,54,False
12624,SUPERFAST,SGE,ANU,UP,62,False
12624,SUPERFAST,MVPM,SGE,UP,69,False
12624,SUPERFAST,DC,MVPM,UP,73,False
12624,SUPERFAST,VRPD,DC,UP,83,False
12624,SUPERFAST,NEA,VRPD,UP,91,False
12624,SUPERFAST,SA,NEA,UP,94,False
12624,SUPERFAST,MGSJ,SA,UP,105,False
12624,SUPERFAST,KPPR,MGSJ,UP,108,False
12624,SUPERFAST,TNT,KPPR,UP,110,False
12624,SUPERFAST,DSPT,TNT,UP,119,False
12624,SUPERFAST,LCR,DSPT,UP,124,False
12624,SUPERFAST,BQI,LCR,UP,132,False
12624,SUPERFAST,BDY,BQI,UP,140,False
12624,SUPERFAST,TNGR,BDY,UP,149,False
12624,SUPERFAST,MAP,TNGR,UP,154,False
12624,SUPERFAST,DPI,MAP,UP,159,False
12624,SUPERFAST,DST,DPI,UP,165,False
12624,SUPERFAST,SLY,DST,UP,172,False
12624,SUPERFAST,KNNT,SLY,UP,179,False
12624,SUPERFAST,KEY,KNNT,UP,184,False
12624,SUPERFAST,TPT,KEY,UP,189,False
12624,SUPERFAST,JTJ,TPT,UP,198,False
22816,EXPRESS,CV,ED,UP,920,False
22816,EXPRESS,ANU,CV,UP,924,False
22816,EXPRESS,SGE,ANU,UP,934,False
22816,EXPRESS,MVPM,SGE,UP,941,False
22816,EXPRESS,DC,MVPM,UP,945,False
22816,EXPRESS,VRPD,DC,UP,956,False
22816,EXPRESS,NEA,VRPD,UP,966,False
22816,EXPRESS,SA,NEA,UP,969,False
22816,EXPRESS,MGSJ,SA,UP,980,False
22816,EXPRESS,KPPR,MGSJ,UP,982,False
22816,EXPRESS,TNT,KPPR,UP,985,False
22816,EXPRESS,DSPT,TNT,UP,993,False
22816,EXPRESS,LCR,DSPT,UP,998,False
22816,EXPRESS,BQI,LCR,UP,1006,False
22816,EXPRESS,BDY,BQI,UP,1014,False
22816,EXPRESS,TNGR,BDY,UP,1021,False
22816,EXPRESS,MAP,TNGR,UP,1027,False
22816,EXPRESS,DPI,MAP,UP,1031,False
22816,EXPRESS,DST,DPI,UP,1037,False
22816,EXPRESS,SLY,DST,UP,1043,False
22816,EXPRESS,KNNT,SLY,UP,1050,False
22816,EXPRESS,KEY,KNNT,UP,1055,False
22816,EXPRESS,TPT,KEY,UP,1060,False
22816,EXPRESS,JTJ,TPT,UP,1068,False
06003,EXPRESS,JTJ,TPT,DN,1430,False
06003,EXPRESS,TPT,KEY,DN,1435,False
06003,EXPRESS,KEY,KNNT,DN,3,False
06003,EXPRESS,KNNT,SLY,DN,7,False
06003,EXPRESS,SLY,DST,DN,12,False
06003,EXPRESS,DST,DPI,DN,18,False
06003,EXPRESS,DPI,MAP,DN,24,False
06003,EXPRESS,MAP,TNGR,DN,29,False
06003,EXPRESS,TNGR,BDY,DN,33,False
06003,EXPRESS,BDY,BQI,DN,38,False
06003,EXPRESS,BQI,LCR,DN,45,False
06003,EXPRESS,LCR,DSPT,DN,52,False
06003,EXPRESS,DSPT,TNT,DN,58,False
06003,EXPRESS,TNT,KPPR,DN,63,False
06003,EXPRESS,KPPR,MGSJ,DN,71,False
06003,EXPRESS,MGSJ,SA,DN,73,False
06003,EXPRESS,SA,NEA,DN,80,False
06003,EXPRESS,NEA,VRPD,DN,87,False
06003,EXPRESS,VRPD,DC,DN,89,False
06003,EXPRESS,DC,MVPM,DN,99,False
06003,EXPRESS,MVPM,SGE,DN,110,False
06003,EXPRESS,SGE,ANU,DN,114,False
06003,EXPRESS,ANU,CV,DN,121,False
06003,EXPRESS,CV,ED,DN,130,False
06622,SUPERFAST,JTJ,TPT,DN,1004,False
06622,SUPERFAST,TPT,KEY,DN,1015,False
06622,SUPERFAST,KEY,KNNT,DN,1023,False
06622,SUPERFAST,KNNT,SLY,DN,1027,False
06622,SUPERFAST,SLY,DST,DN,1032,False
06622,SUPERFAST,DST,DPI,DN,1038,False
06622,SUPERFAST,DPI,MAP,DN,1044,False
06622,SUPERFAST,MAP,TNGR,DN,1050,False
06622,SUPERFAST,TNGR,BDY,DN,1055,False
06622,SUPERFAST,BDY,BQI,DN,1060,False
06622,SUPERFAST,BQI,LCR,DN,1067,False
06622,SUPERFAST,LCR,DSPT,DN,1075,False
06622,SUPERFAST,DSPT,TNT,DN,1082,False
06622,SUPERFAST,TNT,KPPR,DN,1088,False
06622,SUPERFAST,KPPR,MGSJ,DN,1095,False
06622,SUPERFAST,MGSJ,SA,DN,1098,False
06622,SUPERFAST,SA,NEA,DN,1105,False
06622,SUPERFAST,NEA,VRPD,DN,1112,False
06622,SUPERFAST,VRPD,DC,DN,1115,False
06622,SUPERFAST,DC,MVPM,DN,1125,False
06622,SUPERFAST,MVPM,SGE,DN,1137,False
06622,SUPERFAST,SGE,ANU,DN,1142,False
06622,SUPERFAST,ANU,CV,DN,1150,False
06622,SUPERFAST,CV,ED,DN,1160,False
16327,EXPRESS,JTJ,TPT,DN,200,False
16327,EXPRESS,TPT,KEY,DN,205,False
16327,EXPRESS,KEY,KNNT,DN,213,False
16327,EXPRESS,KNNT,SLY,DN,217,False
16327,EXPRESS,SLY,DST,DN,222,False
16327,EXPRESS,DST,DPI,DN,228,False
16327,EXPRESS,DPI,MAP,DN,234,False
16327,EXPRESS,MAP,TNGR,DN,239,False
16327,EXPRESS,TNGR,BDY,DN,243,False
16327,EXPRESS,BDY,BQI,DN,248,False
16327,EXPRESS,BQI,LCR,DN,255,False
16327,EXPRESS,LCR,DSPT,DN,262,False
16327,EXPRESS,DSPT,TNT,DN,269,False
16327,EXPRESS,TNT,KPPR,DN,274,False
16327,EXPRESS,KPPR,MGSJ,DN,281,False
16327,EXPRESS,MGSJ,SA,DN,284,False
16327,EXPRESS,SA,NEA,DN,290,False
16327,EXPRESS,NEA,VRPD,DN,299,False
16327,EXPRESS,VRPD,DC,DN,303,False
16327,EXPRESS,DC,MVPM,DN,316,False
16327,EXPRESS,MVPM,SGE,DN,331,False
16327,EXPRESS,SGE,ANU,DN,337,False
16327,EXPRESS,ANU,CV,DN,347,False
16327,EXPRESS,CV,ED,DN,359,False
12507,SUPERFAST,CV,ED,UP,185,False
12507,SUPERFAST,ANU,CV,UP,189,False
12507,SUPERFAST,SGE,ANU,UP,199,False
12507,SUPERFAST,MVPM,SGE,UP,206,False
12507,SUPERFAST,DC,MVPM,UP,210,False
12507,SUPERFAST,DVBH,DC,UP,221,False
12507,SUPERFAST,NEA,VRPD,UP,231,False
12507,SUPERFAST,SA,NEA,UP,234,False
12507,SUPERFAST,MGSJ,SA,UP,245,False
12507,SUPERFAST,KPPR,MGSJ,UP,248,False
12507,SUPERFAST,TNT,KPPR,UP,251,False
12507,SUPERFAST,DSPT,TNT,UP,260,False
12507,SUPERFAST,LCR,DSPT,UP,267,False
12507,SUPERFAST,BQI,LCR,UP,275,False
12507,SUPERFAST,BDY,BQI,UP,285,False
12507,SUPERFAST,TNGR,BDY,UP,294,False
12507,SUPERFAST,MAP,TNGR,UP,300,False
12507,SUPERFAST,DPI,MAP,UP,306,False
12507,SUPERFAST,DST,DPI,UP,312,False
12507,SUPERFAST,SLY,DST,UP,320,False
12507,SUPERFAST,KNNT,SLY,UP,328,False
12507,SUPERFAST,KEY,KNNT,UP,334,False
12507,SUPERFAST,MOLK,KEY,UP,339,False
12507,SUPERFAST,JTJ,TPT,UP,349,False
18189,EXPRESS,JTJ,TPT,DN,440,False
18189,EXPRESS,TPT,MOLK,DN,452,False
18189,EXPRESS,KEY,KNNT,DN,460,False
18189,EXPRESS,KNNT,SLY,DN,465,False
18189,EXPRESS,SLY,DST,DN,470,False
18189,EXPRESS,DST,DPI,DN,476,False
18189,EXPRESS,DPI,MAP,DN,482,False
18189,EXPRESS,MAP,TNGR,DN,488,False
18189,EXPRESS,TNGR,BDY,DN,493,False
18189,EXPRESS,BDY,BQI,DN,498,False
18189,EXPRESS,BQI,LCR,DN,505,False
18189,EXPRESS,LCR,DSPT,DN,513,False
18189,EXPRESS,DSPT,TNT,DN,521,False
18189,EXPRESS,TNT,KPPR,DN,527,False
18189,EXPRESS,KPPR,MGSJ,DN,535,False
18189,EXPRESS,MGSJ,SA,DN,538,False
18189,EXPRESS,SA,NEA,DN,545,False
18189,EXPRESS,NEA,VRPD,DN,553,False
18189,EXPRESS,VRPD,DVBH,DN,557,False
18189,EXPRESS,DC,MVPM,DN,569,False
18189,EXPRESS,MVPM,SGE,DN,583,False
18189,EXPRESS,SGE,ANU,DN,589,False
18189,EXPRESS,ANU,CV,DN,597,False
18189,EXPRESS,CV,ED,DN,609,False
06009,SUPERFAST,JTJ,TPT,DN,155,False
06009,SUPERFAST,TPT,KEY,DN,160,False
06009,SUPERFAST,KEY,KNNT,DN,169,False
06009,SUPERFAST,KNNT,SLY,DN,173,False
06009,SUPERFAST,SLY,DST,DN,178,False
06009,SUPERFAST,DST,DPI,DN,184,False
06009,SUPERFAST,DPI,MAP,DN,190,False
06009,SUPERFAST,MAP,TNGR,DN,196,False
06009,SUPERFAST,TNGR,BDY,DN,201,False
06009,SUPERFAST,BDY,BQI,DN,205,False
06009,SUPERFAST,BQI,LCR,DN,213,False
06009,SUPERFAST,LCR,DSPT,DN,220,False
06009,SUPERFAST,DSPT,TNT,DN,227,False
06009,SUPERFAST,TNT,KPPR,DN,233,False
06009,SUPERFAST,KPPR,MGSJ,DN,240,False
06009,SUPERFAST,MGSJ,SA,DN,243,False
06009,SUPERFAST,SA,NEA,DN,250,False
06009,SUPERFAST,NEA,VRPD,DN,257,False
06009,SUPERFAST,VRPD,DC,DN,259,False
06009,SUPERFAST,DC,MVPM,DN,269,False
06009,SUPERFAST,MVPM,SGE,DN,280,False
06009,SUPERFAST,SGE,ANU,DN,284,False
06009,SUPERFAST,ANU,CV,DN,291,False
06009,SUPERFAST,CV,ED,DN,300,False
16688-Slip,EXPRESS,JTJ,TPT,DN,305,False
16688-Slip,EXPRESS,TPT,KEY,DN,311,False
16688-Slip,EXPRESS,KEY,KNNT,DN,319,False
16688-Slip,EXPRESS,KNNT,SLY,DN,324,False
16688-Slip,EXPRESS,SLY,DST,DN,328,False
16688-Slip,EXPRESS,DST,DPI,DN,335,False
16688-Slip,EXPRESS,DPI,MAP,DN,341,False
16688-Slip,EXPRESS,MAP,TNGR,DN,347,False
16688-Slip,EXPRESS,TNGR,BDY,DN,351,False
16688-Slip,EXPRESS,BDY,BQI,DN,356,False
16688-Slip,EXPRESS,BQI,LCR,DN,364,False
16688-Slip,EXPRESS,LCR,DSPT,DN,372,False
16688-Slip,EXPRESS,DSPT,TNT,DN,379,False
16688-Slip,EXPRESS,TNT,KPPR,DN,384,False
16688-Slip,EXPRESS,KPPR,MGSJ,DN,392,False
16688-Slip,EXPRESS,MGSJ,SA,DN,394,False
16688-Slip,EXPRESS,SA,NEA,DN,400,False
16688-Slip,EXPRESS,NEA,VRPD,DN,409,False
16688-Slip,EXPRESS,VRPD,DC,DN,412,False
16688-Slip,EXPRESS,DC,MVPM,DN,424,False
16688-Slip,EXPRESS,MVPM,SGE,DN,439,False
16688-Slip,EXPRESS,SGE,ANU,DN,445,False
16688-Slip,EXPRESS,ANU,CV,DN,454,False
16688-Slip,EXPRESS,CV,ED,DN,466,False
12646,EXPRESS,JTJ,TPT,DN,1238,False
12646,EXPRESS,TPT,KEY,DN,1243,False
12646,EXPRESS,KEY,KNNT,DN,1252,False
12646,EXPRESS,KNNT,SLY,DN,1256,False
12646,EXPRESS,SLY,DST,DN,1261,False
12646,EXPRESS,DST,DPI,DN,1267,False
12646,EXPRESS,DPI,MAP,DN,1273,False
12646,EXPRESS,MAP,TNGR,DN,1279,False
12646,EXPRESS,TNGR,BDY,DN,1283,False
12646,EXPRESS,BDY,BQI,DN,1288,False
12646,EXPRESS,BQI,LCR,DN,1296,False
12646,EXPRESS,LCR,DSPT,DN,1303,False
12646,EXPRESS,DSPT,TNT,DN,1310,False
12646,EXPRESS,TNT,KPPR,DN,1315,False
12646,EXPRESS,KPPR,MGSJ,DN,1323,False
12646,EXPRESS,MGSJ,SA,DN,1325,False
12646,EXPRESS,SA,NEA,DN,1330,False
12646,EXPRESS,NEA,VRPD,DN,1338,False
12646,EXPRESS,VRPD,DC,DN,1342,False
12646,EXPRESS,DC,MVPM,DN,1354,False
12646,EXPRESS,MVPM,SGE,DN,1368,False
12646,EXPRESS,SGE,ANU,DN,1374,False
12646,EXPRESS,ANU,CV,DN,1382,False
12646,EXPRESS,CV,ED,DN,1394,False
06005,SUPERFAST,JTJ,TPT,DN,1430,False
06005,SUPERFAST,TPT,KEY,DN,1435,False
06005,SUPERFAST,KEY,KNNT,DN,3,False
06005,SUPERFAST,KNNT,SLY,DN,7,False
06005,SUPERFAST,SLY,DST,DN,12,False
06005,SUPERFAST,DST,DPI,DN,18,False
06005,SUPERFAST,DPI,MAP,DN,24,False
06005,SUPERFAST,MAP,TNGR,DN,29,False
06005,SUPERFAST,TNGR,BDY,DN,33,False
06005,SUPERFAST,BDY,BQI,DN,38,False
06005,SUPERFAST,BQI,LCR,DN,45,False
06005,SUPERFAST,LCR,DSPT,DN,52,False
06005,SUPERFAST,DSPT,TNT,DN,58,False
06005,SUPERFAST,TNT,KPPR,DN,63,False
06005,SUPERFAST,KPPR,MGSJ,DN,71,False
06005,SUPERFAST,MGSJ,SA,DN,73,False
06005,SUPERFAST,SA,NEA,DN,80,False
06005,SUPERFAST,NEA,VRPD,DN,87,False
06005,SUPERFAST,VRPD,DC,DN,89,False
06005,SUPERFAST,DC,MVPM,DN,99,False
06005,SUPERFAST,MVPM,SGE,DN,110,False
06005,SUPERFAST,SGE,ANU,DN,114,False
06005,SUPERFAST,ANU,CV,DN,121,False
06005,SUPERFAST,CV,ED,DN,130,False
