method,block_id,day,start_min,block_len,section_id,n_jobs,n_depts,modelled_reliability,observed_ontime_with_penalty,observed_reliability_with_penalty,mean_overrun_min_with_penalty,observed_ontime_without_penalty,observed_reliability_without_penalty,mean_overrun_min_without_penalty
B2 Fixed-calendar,B2-DC-MVPM-UP-2,2,480,240,DC-MVPM-UP,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B2 Fixed-calendar,B2-DC-MVPM-DN-2,2,720,240,DC-MVPM-DN,2,2,1.0,30,1.0,0.0,30,1.0,0.0
B2 Fixed-calendar,B2-SGE-ANU-DN-2,2,720,240,SGE-ANU-DN,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B2 Fixed-calendar,B2-SLY-DST-DN-3,3,540,240,SLY-DST-DN,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B2 Fixed-calendar,B2-SA-NEA-UP-3,3,510,240,SA-NEA-UP,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B2 Fixed-calendar,B2-DVBH-DC-UP-3,3,360,240,DVBH-DC-UP,3,3,1.0,30,1.0,0.0,30,1.0,0.0
B2 Fixed-calendar,B2-DC-MVPM-UP-3,3,480,240,DC-MVPM-UP,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B2 Fixed-calendar,B2-SGE-ANU-DN-3,3,720,240,SGE-ANU-DN,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B2 Fixed-calendar,B2-DC-MVPM-UP-4,4,480,240,DC-MVPM-UP,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B3 Greedy-earliest,C378,0,0,150,TPT-MOLK-UP,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B3 Greedy-earliest,C6174,0,0,150,VRPD-DVBH-DN,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B3 Greedy-earliest,C6372,0,0,150,DVBH-DC-DN,3,3,0.93,30,1.0,0.0,30,1.0,0.0
B3 Greedy-earliest,C594,0,30,150,MOLK-KEY-DN,2,2,0.98,30,1.0,0.0,30,1.0,0.0
B3 Greedy-earliest,C444,0,360,150,MOLK-KEY-UP,3,3,0.75,26,0.87,13.9,28,0.93,10.4
B3 Greedy-earliest,C6222,0,360,150,DVBH-DC-UP,3,3,0.86,29,0.97,5.2,30,1.0,0.0
B3 Greedy-earliest,C6468,0,480,150,DC-MVPM-UP,3,3,0.86,28,0.93,17.8,29,0.97,23.2
B3 Greedy-earliest,C7446,0,480,150,MVPM-SGE-UP,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B3 Greedy-earliest,C7716,0,480,150,SGE-ANU-UP,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B3 Greedy-earliest,C8052,0,480,150,ANU-CV-UP,3,3,0.92,29,0.97,0.6,30,1.0,0.0
B3 Greedy-earliest,C8416,0,480,240,CV-ED-UP,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B3 Greedy-earliest,C1394,0,510,240,SLY-DST-DN,3,3,1.0,30,1.0,0.0,30,1.0,0.0
B3 Greedy-earliest,C2153,0,510,240,DPI-MAP-DN,3,3,1.0,30,1.0,0.0,30,1.0,0.0
B3 Greedy-earliest,C5238,0,510,150,SA-NEA-UP,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B3 Greedy-earliest,C5976,0,510,150,NEA-VRPD-UP,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B3 Greedy-earliest,C296,0,540,150,JTJ-TPT-DN,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B3 Greedy-earliest,C863,0,540,240,KEY-KNNT-DN,3,3,1.0,30,1.0,0.0,30,1.0,0.0
B3 Greedy-earliest,C960,0,540,240,KNNT-SLY-DN,3,3,1.0,30,1.0,0.0,30,1.0,0.0
B3 Greedy-earliest,C1819,0,540,150,DST-DPI-DN,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B3 Greedy-earliest,C3102,0,540,150,BQI-LCR-UP,3,3,0.96,30,1.0,0.0,30,1.0,0.0
B3 Greedy-earliest,C3408,0,540,150,LCR-DSPT-UP,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B3 Greedy-earliest,C3810,0,540,150,DSPT-TNT-UP,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B3 Greedy-earliest,C4128,0,540,150,TNT-KPPR-UP,2,2,0.03,0,0.0,66.1,1,0.03,62.2
B3 Greedy-earliest,C4572,0,540,150,KPPR-MGSJ-UP,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B3 Greedy-earliest,C4872,0,540,150,MGSJ-SA-UP,3,3,0.89,28,0.93,2.4,30,1.0,0.0
B3 Greedy-earliest,C1998,0,570,150,DPI-MAP-UP,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B3 Greedy-earliest,C2460,0,570,150,MAP-TNGR-UP,3,3,0.85,30,1.0,0.0,30,1.0,0.0
B3 Greedy-earliest,C2714,0,570,240,MAP-TNGR-DN,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B3 Greedy-earliest,C2886,0,570,150,BDY-BQI-UP,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B3 Greedy-earliest,C3060,0,570,240,BDY-BQI-DN,3,3,1.0,30,1.0,0.0,30,1.0,0.0
B3 Greedy-earliest,C3253,0,570,240,BQI-LCR-DN,3,3,1.0,30,1.0,0.0,30,1.0,0.0
B3 Greedy-earliest,C3709,0,570,240,LCR-DSPT-DN,2,2,1.0,30,1.0,0.0,30,1.0,0.0
B3 Greedy-earliest,C684,0,600,150,KEY-KNNT-UP,3,3,0.96,30,1.0,0.0,30,1.0,0.0
B3 Greedy-earliest,C1188,0,600,150,SLY-DST-UP,3,3,0.94,29,0.97,4.4,30,1.0,0.0
B3 Greedy-earliest,C1746,0,600,150,DST-DPI-UP,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B3 Greedy-earliest,C4432,0,600,240,TNT-KPPR-DN,3,3,1.0,30,1.0,0.0,30,1.0,0.0
B3 Greedy-earliest,C4771,0,600,240,KPPR-MGSJ-DN,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B3 Greedy-earliest,C5068,0,600,240,MGSJ-SA-DN,3,3,1.0,30,1.0,0.0,30,1.0,0.0
B3 Greedy-earliest,C5678,0,600,240,SA-NEA-DN,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B3 Greedy-earliest,C0,0,630,150,JTJ-TPT-UP,3,3,0.96,28,0.93,5.0,30,1.0,0.0
B3 Greedy-earliest,C6154,0,630,240,NEA-VRPD-DN,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B3 Greedy-earliest,C7033,0,630,240,DC-MVPM-DN,3,3,1.0,30,1.0,0.0,30,1.0,0.0
B3 Greedy-earliest,C8233,0,630,240,ANU-CV-DN,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B3 Greedy-earliest,C7531,0,660,240,MVPM-SGE-DN,3,3,1.0,30,1.0,0.0,30,1.0,0.0
B3 Greedy-earliest,C7849,0,660,240,SGE-ANU-DN,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B3 Greedy-earliest,C8552,0,690,150,CV-ED-DN,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B3 Greedy-earliest,C5696,0,1200,150,SA-NEA-DN,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B3 Greedy-earliest,C884,0,1260,150,KEY-KNNT-DN,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B3 Greedy-earliest,C992,0,1260,150,KNNT-SLY-DN,3,3,0.92,28,0.93,9.9,29,0.97,5.6
B3 Greedy-earliest,C1424,0,1290,150,SLY-DST-DN,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B3 Greedy-earliest,C405,1,0,150,TPT-MOLK-UP,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B3 Greedy-earliest,C6447,1,0,150,DVBH-DC-DN,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B3 Greedy-earliest,C645,1,30,150,MOLK-KEY-DN,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B3 Greedy-earliest,C489,1,360,150,MOLK-KEY-UP,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B3 Greedy-earliest,C6231,1,360,150,DVBH-DC-UP,3,3,0.98,30,1.0,0.0,30,1.0,0.0
B3 Greedy-earliest,C6495,1,480,150,DC-MVPM-UP,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B3 Greedy-earliest,C7761,1,480,150,SGE-ANU-UP,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B3 Greedy-earliest,C8091,1,480,150,ANU-CV-UP,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B3 Greedy-earliest,C8467,1,480,240,CV-ED-UP,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B3 Greedy-earliest,C1490,1,510,240,SLY-DST-DN,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B3 Greedy-earliest,C2213,1,510,240,DPI-MAP-DN,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B3 Greedy-earliest,C5319,1,510,150,SA-NEA-UP,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B3 Greedy-earliest,C6063,1,510,150,NEA-VRPD-UP,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B3 Greedy-earliest,C917,1,540,240,KEY-KNNT-DN,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B3 Greedy-earliest,C1080,1,540,240,KNNT-SLY-DN,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B3 Greedy-earliest,C1900,1,540,150,DST-DPI-DN,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B3 Greedy-earliest,C3135,1,540,150,BQI-LCR-UP,3,3,0.95,29,0.97,3.7,30,1.0,0.0
B3 Greedy-earliest,C3489,1,540,150,LCR-DSPT-UP,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B3 Greedy-earliest,C3885,1,540,150,DSPT-TNT-UP,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B3 Greedy-earliest,C4161,1,540,150,TNT-KPPR-UP,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B3 Greedy-earliest,C4659,1,540,150,KPPR-MGSJ-UP,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B3 Greedy-earliest,C4893,1,540,150,MGSJ-SA-UP,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B3 Greedy-earliest,C2049,1,570,150,DPI-MAP-UP,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B3 Greedy-earliest,C2523,1,570,150,MAP-TNGR-UP,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B3 Greedy-earliest,C2801,1,570,240,MAP-TNGR-DN,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B3 Greedy-earliest,C2919,1,570,150,BDY-BQI-UP,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B3 Greedy-earliest,C3313,1,570,240,BQI-LCR-DN,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B3 Greedy-earliest,C3760,1,570,240,LCR-DSPT-DN,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B3 Greedy-earliest,C693,1,600,150,KEY-KNNT-UP,3,3,0.88,29,0.97,1.5,30,1.0,0.0
B3 Greedy-earliest,C1233,1,600,150,SLY-DST-UP,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B3 Greedy-earliest,C1761,1,600,150,DST-DPI-UP,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B3 Greedy-earliest,C4501,1,600,240,TNT-KPPR-DN,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B3 Greedy-earliest,C4819,1,600,240,KPPR-MGSJ-DN,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B3 Greedy-earliest,C5116,1,600,240,MGSJ-SA-DN,3,3,1.0,30,1.0,0.0,30,1.0,0.0
B3 Greedy-earliest,C5789,1,600,240,SA-NEA-DN,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B3 Greedy-earliest,C75,1,630,150,JTJ-TPT-UP,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B3 Greedy-earliest,C7063,1,630,240,DC-MVPM-DN,3,3,1.0,30,1.0,0.0,30,1.0,0.0
B3 Greedy-earliest,C8275,1,630,240,ANU-CV-DN,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B3 Greedy-earliest,C7582,1,660,240,MVPM-SGE-DN,2,2,1.0,30,1.0,0.0,30,1.0,0.0
B3 Greedy-earliest,C7903,1,660,240,SGE-ANU-DN,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B3 Greedy-earliest,C8561,1,690,150,CV-ED-DN,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B3 Greedy-earliest,C5831,1,1200,150,SA-NEA-DN,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B3 Greedy-earliest,C1121,1,1260,150,KNNT-SLY-DN,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B3 Greedy-earliest,C1529,1,1290,150,SLY-DST-DN,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B3 Greedy-earliest,C516,2,360,150,MOLK-KEY-UP,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B3 Greedy-earliest,C6288,2,360,150,DVBH-DC-UP,3,3,0.97,30,1.0,0.0,30,1.0,0.0
B3 Greedy-earliest,C6570,2,480,150,DC-MVPM-UP,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B3 Greedy-earliest,C7776,2,480,150,SGE-ANU-UP,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B3 Greedy-earliest,C8178,2,480,150,ANU-CV-UP,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B3 Greedy-earliest,C8533,2,480,240,CV-ED-UP,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B3 Greedy-earliest,C1649,2,510,240,SLY-DST-DN,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B3 Greedy-earliest,C2288,2,510,240,DPI-MAP-DN,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B3 Greedy-earliest,C5382,2,510,150,SA-NEA-UP,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B3 Greedy-earliest,C1921,2,540,150,DST-DPI-DN,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B3 Greedy-earliest,C3150,2,540,150,BQI-LCR-UP,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B3 Greedy-earliest,C3576,2,540,150,LCR-DSPT-UP,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B3 Greedy-earliest,C3972,2,540,150,DSPT-TNT-UP,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B3 Greedy-earliest,C4248,2,540,150,TNT-KPPR-UP,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B3 Greedy-earliest,C4704,2,540,150,KPPR-MGSJ-UP,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B3 Greedy-earliest,C4980,2,540,150,MGSJ-SA-UP,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B3 Greedy-earliest,C2088,2,570,150,DPI-MAP-UP,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B3 Greedy-earliest,C2580,2,570,150,MAP-TNGR-UP,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B3 Greedy-earliest,C2870,2,570,240,MAP-TNGR-DN,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B3 Greedy-earliest,C2982,2,570,150,BDY-BQI-UP,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B3 Greedy-earliest,C3352,2,570,240,BQI-LCR-DN,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B3 Greedy-earliest,C3778,2,570,240,LCR-DSPT-DN,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B3 Greedy-earliest,C756,2,600,150,KEY-KNNT-UP,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B3 Greedy-earliest,C1266,2,600,150,SLY-DST-UP,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B3 Greedy-earliest,C4561,2,600,240,TNT-KPPR-DN,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B3 Greedy-earliest,C4870,2,600,240,KPPR-MGSJ-DN,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B3 Greedy-earliest,C5164,2,600,240,MGSJ-SA-DN,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B3 Greedy-earliest,C5948,2,600,240,SA-NEA-DN,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B3 Greedy-earliest,C108,2,630,150,JTJ-TPT-UP,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B3 Greedy-earliest,C7123,2,630,240,DC-MVPM-DN,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B3 Greedy-earliest,C8320,2,630,240,ANU-CV-DN,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B3 Greedy-earliest,C7618,2,660,240,MVPM-SGE-DN,2,2,1.0,30,1.0,0.0,30,1.0,0.0
B3 Greedy-earliest,C7957,2,660,240,SGE-ANU-DN,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B3 Greedy-earliest,C8660,2,690,150,CV-ED-DN,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B3 Greedy-earliest,C1682,2,1290,150,SLY-DST-DN,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B3 Greedy-earliest,C6333,3,360,150,DVBH-DC-UP,3,3,0.94,30,1.0,0.0,30,1.0,0.0
B3 Greedy-earliest,C6663,3,480,150,DC-MVPM-UP,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B3 Greedy-earliest,C2363,3,510,240,DPI-MAP-DN,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B3 Greedy-earliest,C5463,3,510,150,SA-NEA-UP,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B3 Greedy-earliest,C3183,3,540,150,BQI-LCR-UP,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B3 Greedy-earliest,C3639,3,540,150,LCR-DSPT-UP,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B3 Greedy-earliest,C4053,3,540,150,DSPT-TNT-UP,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B3 Greedy-earliest,C4293,3,540,150,TNT-KPPR-UP,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B3 Greedy-earliest,C2637,3,570,150,MAP-TNGR-UP,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B3 Greedy-earliest,C3391,3,570,240,BQI-LCR-DN,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B3 Greedy-earliest,C3805,3,570,240,LCR-DSPT-DN,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B3 Greedy-earliest,C777,3,600,150,KEY-KNNT-UP,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B3 Greedy-earliest,C1305,3,600,150,SLY-DST-UP,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B3 Greedy-earliest,C5221,3,600,240,MGSJ-SA-DN,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B3 Greedy-earliest,C183,3,630,150,JTJ-TPT-UP,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B3 Greedy-earliest,C7192,3,630,240,DC-MVPM-DN,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B3 Greedy-earliest,C8365,3,630,240,ANU-CV-DN,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B3 Greedy-earliest,C7684,3,660,240,MVPM-SGE-DN,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B3 Greedy-earliest,C8032,3,660,240,SGE-ANU-DN,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B3 Greedy-earliest,C6750,4,480,150,DC-MVPM-UP,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B3 Greedy-earliest,C2438,4,510,240,DPI-MAP-DN,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B3 Greedy-earliest,C5520,4,510,150,SA-NEA-UP,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B3 Greedy-earliest,C4338,4,540,150,TNT-KPPR-UP,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B3 Greedy-earliest,C222,4,630,150,JTJ-TPT-UP,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B3 Greedy-earliest,C7258,4,630,240,DC-MVPM-DN,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B3 Greedy-earliest,C8404,4,630,240,ANU-CV-DN,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B3 Greedy-earliest,C6825,5,480,150,DC-MVPM-UP,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B3 Greedy-earliest,C5589,5,510,150,SA-NEA-UP,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B3 Greedy-earliest,C7360,5,630,240,DC-MVPM-DN,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B3 Greedy-earliest,C6876,6,480,150,DC-MVPM-UP,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B3 Greedy-earliest,C7429,6,630,240,DC-MVPM-DN,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B3 Greedy-earliest,C6957,7,480,150,DC-MVPM-UP,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B4 Bundle-only,C11804,0,60,150,DVBH-DC-DN,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B4 Bundle-only,C1064,0,90,150,MOLK-KEY-DN,2,2,1.0,30,1.0,0.0,30,1.0,0.0
B4 Bundle-only,C798,0,360,150,MOLK-KEY-UP,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B4 Bundle-only,C11559,0,360,240,DVBH-DC-UP,3,3,1.0,30,1.0,0.0,30,1.0,0.0
B4 Bundle-only,C13398,0,480,150,DC-MVPM-UP,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B4 Bundle-only,C15774,0,480,150,SGE-ANU-UP,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B4 Bundle-only,C10032,0,510,150,SA-NEA-UP,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B4 Bundle-only,C5712,0,540,240,BQI-LCR-UP,3,3,1.0,30,1.0,0.0,30,1.0,0.0
B4 Bundle-only,C7290,0,540,150,DSPT-TNT-UP,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B4 Bundle-only,C1374,0,600,150,KEY-KNNT-DN,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B4 Bundle-only,C1087,0,630,150,KEY-KNNT-UP,3,3,0.95,30,1.0,0.0,30,1.0,0.0
B4 Bundle-only,C2478,0,630,150,SLY-DST-DN,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B4 Bundle-only,C3091,0,630,150,DST-DPI-UP,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B4 Bundle-only,C3360,0,630,150,DST-DPI-DN,2,1,0.99,29,0.97,13.1,29,0.97,13.1
B4 Bundle-only,C2354,0,660,240,SLY-DST-UP,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B4 Bundle-only,C353,0,690,240,JTJ-TPT-UP,3,2,1.0,30,1.0,0.0,30,1.0,0.0
B4 Bundle-only,C8786,0,750,150,KPPR-MGSJ-DN,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B4 Bundle-only,C13628,0,780,150,DC-MVPM-DN,3,3,0.93,30,1.0,0.0,30,1.0,0.0
B4 Bundle-only,C16112,0,780,150,SGE-ANU-DN,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B4 Bundle-only,C17953,0,780,150,CV-ED-DN,2,2,1.0,30,1.0,0.0,30,1.0,0.0
B4 Bundle-only,C12453,1,480,150,DC-MVPM-UP,2,2,1.0,30,1.0,0.0,30,1.0,0.0
B4 Bundle-only,C15291,1,480,150,MVPM-SGE-UP,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B4 Bundle-only,C11433,1,510,240,NEA-VRPD-UP,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B4 Bundle-only,C5787,1,540,150,BQI-LCR-UP,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B4 Bundle-only,C6333,1,540,150,LCR-DSPT-UP,2,2,1.0,30,1.0,0.0,30,1.0,0.0
B4 Bundle-only,C7137,1,540,150,DSPT-TNT-UP,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B4 Bundle-only,C8904,1,540,240,MGSJ-SA-UP,3,3,1.0,30,1.0,0.0,30,1.0,0.0
B4 Bundle-only,C3633,1,570,150,DPI-MAP-UP,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B4 Bundle-only,C1335,1,600,150,KEY-KNNT-DN,3,3,0.93,30,1.0,0.0,30,1.0,0.0
B4 Bundle-only,C6909,1,660,240,LCR-DSPT-DN,2,2,1.0,30,1.0,0.0,30,1.0,0.0
B4 Bundle-only,C6023,1,720,150,BQI-LCR-DN,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B4 Bundle-only,C9418,1,720,150,MGSJ-SA-DN,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B4 Bundle-only,C8315,1,750,150,TNT-KPPR-DN,3,3,0.95,29,0.97,6.8,30,1.0,0.0
B4 Bundle-only,C13487,1,780,150,DC-MVPM-DN,3,3,0.94,30,1.0,0.0,30,1.0,0.0
B4 Bundle-only,C15503,1,780,150,MVPM-SGE-DN,2,2,0.94,28,0.93,12.7,29,0.97,18.1
B4 Bundle-only,C16331,1,780,150,SGE-ANU-DN,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B4 Bundle-only,C18130,1,780,150,CV-ED-DN,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B4 Bundle-only,C11514,2,0,150,VRPD-DVBH-DN,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B4 Bundle-only,C11712,2,360,150,DVBH-DC-UP,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B4 Bundle-only,C11832,2,480,150,DC-MVPM-UP,3,3,0.85,28,0.93,17.8,29,0.97,23.2
B4 Bundle-only,C5664,2,540,150,BQI-LCR-UP,4,3,0.95,30,1.0,0.0,30,1.0,0.0
B4 Bundle-only,C8196,2,540,150,TNT-KPPR-UP,2,2,1.0,30,1.0,0.0,30,1.0,0.0
B4 Bundle-only,C10093,2,540,150,SA-NEA-UP,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B4 Bundle-only,C17730,2,540,150,CV-ED-UP,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B4 Bundle-only,C3708,2,570,150,DPI-MAP-UP,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B4 Bundle-only,C1248,2,600,150,KEY-KNNT-UP,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B4 Bundle-only,C5550,2,660,150,BDY-BQI-DN,3,3,0.88,29,0.97,1.1,30,1.0,0.0
B4 Bundle-only,C5978,2,720,150,BQI-LCR-DN,2,2,1.0,30,1.0,0.0,30,1.0,0.0
B4 Bundle-only,C9133,2,720,150,MGSJ-SA-DN,3,3,0.9,28,0.93,16.2,29,0.97,11.5
B4 Bundle-only,C8882,2,750,150,KPPR-MGSJ-DN,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B4 Bundle-only,C16969,2,750,150,ANU-CV-DN,2,2,1.0,30,1.0,0.0,30,1.0,0.0
B4 Bundle-only,C15458,2,780,150,MVPM-SGE-DN,2,2,0.98,29,0.97,1.3,30,1.0,0.0
B4 Bundle-only,C701,3,60,150,TPT-MOLK-UP,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B4 Bundle-only,C11679,3,360,240,DVBH-DC-UP,3,3,1.0,30,1.0,0.0,30,1.0,0.0
B4 Bundle-only,C11955,3,480,150,DC-MVPM-UP,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B4 Bundle-only,C16503,3,480,150,ANU-CV-UP,1,1,1.0,30,1.0,0.0,30,1.0,0.0
B4 Bundle-only,C7548,3,540,240,TNT-KPPR-UP,3,2,0.74,25,0.83,38.7,25,0.83,32.7
